id,type,pathway_source,substrate1,substrate2,substrate3,substrate4,substrate5,product1,product2,product3,product4,product5
211,irreversible,path:hsa00230 Purine metabolism,cpd:C00262,,,,,cpd:C00385,,,,
212,irreversible,path:hsa00230 Purine metabolism,cpd:C00144,,,,,cpd:C00387,,,,
213,reversible,path:hsa00230 Purine metabolism,cpd:C00294,,,,,cpd:C00262,,,,
213,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00262,,,,,cpd:C00294,,,,
215,irreversible,path:hsa00230 Purine metabolism,cpd:C00385,,,,,cpd:C00655,,,,
217,irreversible,path:hsa00230 Purine metabolism,cpd:C00655,,,,,cpd:C01762,,,,
218,irreversible,path:hsa00230 Purine metabolism,cpd:C00242,,,,,cpd:C00144,,,,
219,reversible,path:hsa00230 Purine metabolism,cpd:C00144,,,,,cpd:C00035,,,,
219,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00035,,,,,cpd:C00144,,,,
220,reversible,path:hsa00230 Purine metabolism,cpd:C00330,,,,,cpd:C00242,,,,
220,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00242,,,,,cpd:C00330,,,,
221,irreversible,path:hsa00230 Purine metabolism,cpd:C00242,,,,,cpd:C00385,,,,
223,reversible,path:hsa00230 Purine metabolism,cpd:C00499,,,,,cpd:C00603,cpd:C00086,,,
223,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00603,cpd:C00086,,,,cpd:C00499,,,,
232,reversible,path:hsa00230 Purine metabolism,cpd:C01228,,,,,cpd:C00035,,,,
232,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00035,,,,,cpd:C01228,,,,
233,reversible,path:hsa00230 Purine metabolism,cpd:C04494,,,,,cpd:C01228,,,,
233,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C01228,,,,,cpd:C04494,,,,
235,irreversible,path:hsa00230 Purine metabolism,cpd:C00044,,,,,cpd:C00035,,,,
236,reversible,path:hsa00230 Purine metabolism,cpd:C00035,,,,,cpd:C00044,,,,
236,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00044,,,,,cpd:C00035,,,,
237,reversible,path:hsa00230 Purine metabolism,cpd:C00362,,,,,cpd:C00361,,,,
237,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00361,,,,,cpd:C00362,,,,
238,reversible,path:hsa00230 Purine metabolism,cpd:C00361,,,,,cpd:C00286,,,,
238,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00286,,,,,cpd:C00361,,,,
240,reversible,path:hsa00230 Purine metabolism,cpd:C00362,,,,,cpd:C00330,,,,
240,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00330,,,,,cpd:C00362,,,,
241,reversible,path:hsa00230 Purine metabolism,cpd:C00387,,,,,cpd:C00242,,,,
241,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00242,,,,,cpd:C00387,,,,
243,irreversible,path:hsa00230 Purine metabolism,cpd:C00044,,,,,cpd:C00942,,,,
244,irreversible,path:hsa00230 Purine metabolism,cpd:C00942,,,,,cpd:C00144,,,,
248,irreversible,path:hsa00230 Purine metabolism,cpd:C00059,,,,,cpd:C00224,,,,
249,irreversible,path:hsa00230 Purine metabolism,cpd:C00224,,,,,cpd:C00053,,,,
254,irreversible,path:hsa00230 Purine metabolism,cpd:C00262,,,,,cpd:C00385,,,,
255,irreversible,path:hsa00230 Purine metabolism,cpd:C00385,,,,,cpd:C00366,,,,
256,irreversible,path:hsa00230 Purine metabolism,cpd:C04376,,,,,cpd:C04640,,,,
258,irreversible,path:hsa00230 Purine metabolism,cpd:C00081,,,,,cpd:C00130,,,,
262,irreversible,path:hsa00230 Purine metabolism,cpd:C00700,,,,,cpd:C00655,,,,
269,irreversible,path:hsa00230 Purine metabolism,cpd:C01260,,,,,cpd:C00002,,,,
270,irreversible,path:hsa00230 Purine metabolism,cpd:C00044,,,,,cpd:C01261,,,,
272,reversible,path:hsa00230 Purine metabolism,cpd:C00330,,,,,cpd:C00362,,,,
272,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00362,,,,,cpd:C00330,,,,
274,irreversible,path:hsa00230 Purine metabolism,cpd:C04392,,,,,cpd:C00700,,,,
277,reversible,path:hsa00230 Purine metabolism,cpd:C00620,,,,,cpd:C00117,,,,
277,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00117,,,,,cpd:C00620,,,,
278,irreversible,path:hsa00230 Purine metabolism,cpd:C00301,,,,,cpd:C00117,,,,
280,irreversible,path:hsa00230 Purine metabolism,cpd:C00559,,,,,cpd:C00360,,,,
282,reversible,path:hsa00230 Purine metabolism,cpd:C00147,,,,,cpd:C00559,,,,
282,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00559,,,,,cpd:C00147,,,,
283,reversible,path:hsa00230 Purine metabolism,cpd:C00360,,,,,cpd:C00206,,,,
283,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00206,,,,,cpd:C00360,,,,
291,reversible,path:hsa00230 Purine metabolism,cpd:C01344,,,,,cpd:C01345,,,,
291,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C01345,,,,,cpd:C01344,,,,
294,irreversible,path:hsa00230 Purine metabolism,cpd:C06197,,,,,cpd:C00008,,,,
295,irreversible,path:hsa00230 Purine metabolism,cpd:C00044,,,,,cpd:C00942,,,,
300,reversible,path:hsa00230 Purine metabolism,cpd:C04677,,,,,cpd:C04051,,,,
300,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C04051,,,,,cpd:C04677,,,,
301,irreversible,path:hsa00230 Purine metabolism,cpd:C00104,,,,,cpd:C00130,,,,
310,irreversible,path:hsa00230 Purine metabolism,cpd:C00002,,,,,cpd:C00008,,,,
431,irreversible,path:hsa00230 Purine metabolism,cpd:C12248,,,,,cpd:C02350,,,,
433,reversible,path:hsa00230 Purine metabolism,cpd:C00620,,,,,cpd:C00117,,,,
433,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00117,,,,,cpd:C00620,,,,
435,irreversible,path:hsa00230 Purine metabolism,cpd:C00104,,,,,cpd:C00130,,,,
437,irreversible,path:hsa00230 Purine metabolism,cpd:C01344,,,,,cpd:C06196,,,,
440,irreversible,path:hsa00230 Purine metabolism,cpd:C01345,,,,,cpd:C06196,,,,
442,reversible,path:hsa00230 Purine metabolism,cpd:C00020,,,,,cpd:C00008,,,,
442,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00008,,,,,cpd:C00020,,,,
444,irreversible,path:hsa00230 Purine metabolism,cpd:C00002,,,,,cpd:C00020,,,,
445,irreversible,path:hsa00230 Purine metabolism,cpd:C00044,,,,,cpd:C00144,,,,
459,reversible,path:hsa00230 Purine metabolism,cpd:C00360,,,,,cpd:C00559,,,,
459,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00559,,,,,cpd:C00360,,,,
460,reversible,path:hsa00230 Purine metabolism,cpd:C00362,,,,,cpd:C00330,,,,
460,reversible_reverse,path:hsa00230 Purine metabolism,cpd:C00330,,,,,cpd:C00362,,,,
467,irreversible,path:hsa00230 Purine metabolism,cpd:C22395,,,,,cpd:C22441,,,,
470,irreversible,path:hsa00230 Purine metabolism,cpd:C22441,,,,,cpd:C22442,,,,
473,irreversible,path:hsa00230 Purine metabolism,cpd:C22442,,,,,cpd:C22443,,,,
485,irreversible,path:hsa00230 Purine metabolism,cpd:C22499,,,,,cpd:C22500,,,,
484,irreversible,path:hsa00230 Purine metabolism,cpd:C22499,,,,,cpd:C22500,,,,
481,irreversible,path:hsa00230 Purine metabolism,cpd:C00147,,,,,cpd:C22499,,,,
480,irreversible,path:hsa00230 Purine metabolism,cpd:C00147,,,,,cpd:C22499,,,,
38,irreversible,path:hsa00232 Caffeine metabolism,cpd:C13747,,,,,cpd:C16358,,,,
40,irreversible,path:hsa00232 Caffeine metabolism,cpd:C16358,,,,,cpd:C16359,,,,
47,irreversible,path:hsa00232 Caffeine metabolism,cpd:C07480,,,,,cpd:C16360,,,,
54,irreversible,path:hsa00232 Caffeine metabolism,cpd:C13747,,,,,cpd:C16356,,,,
55,irreversible,path:hsa00232 Caffeine metabolism,cpd:C13747,,,,,cpd:C16365,,,,
59,irreversible,path:hsa00232 Caffeine metabolism,cpd:C16353,,,,,cpd:C16355,,,,
63,irreversible,path:hsa00232 Caffeine metabolism,cpd:C07481,,,,,cpd:C13747,,,,
65,irreversible,path:hsa00232 Caffeine metabolism,cpd:C13747,,,,,cpd:C16356,,,,
85,irreversible,path:hsa00232 Caffeine metabolism,cpd:C13747,,,,,cpd:C16356,,,,
162,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C01042,,,,,cpd:C00049,,,,
33,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C02362,,,,,cpd:C00036,,,,
35,reversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00049,,,,,cpd:C00152,,,,
35,reversible_reverse,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00152,,,,,cpd:C00049,,,,
38,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00152,,,,,cpd:C00049,,,,
44,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00049,,,,,cpd:C01042,,,,
47,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00049,,,,,cpd:C00036,,,,
49,reversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00049,,,,,cpd:C00036,,,,
49,reversible_reverse,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00036,,,,,cpd:C00049,,,,
50,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00402,,,,,cpd:C00036,,,,
55,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00049,,,,,cpd:C03406,,,,
56,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00049,,,,,cpd:C03794,,,,
58,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C03406,,,,,cpd:C00122,,,,
59,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C03794,,,,,cpd:C00122,,,,
61,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00041,,,,,cpd:C00022,,,,
63,reversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00041,,,,,cpd:C00022,,,,
63,reversible_reverse,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00022,,,,,cpd:C00041,,,,
71,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00049,,,,,cpd:C00438,,,,
86,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00232,,,,,cpd:C00042,,,,
93,reversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00025,,,,,cpd:C00014,cpd:C00026,,,
93,reversible_reverse,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00014,cpd:C00026,,,,cpd:C00025,,,,
97,reversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00334,,,,,cpd:C00232,,,,
97,reversible_reverse,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00232,,,,,cpd:C00334,,,,
99,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00025,,,,,cpd:C00334,,,,
102,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00025,,,,,cpd:C00064,,,,
105,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00064,,,,,cpd:C00014,cpd:C00025,,,
110,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00064,,,,,cpd:C00169,,,,
113,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00014,,,,,cpd:C00169,,,,
118,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00940,,,,,cpd:C00026,,,,
121,reversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C03912,,,,,cpd:C00025,,,,
121,reversible_reverse,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00025,,,,,cpd:C03912,,,,
123,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00064,,,,,cpd:C00352,,,,
125,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00064,,,,,cpd:C03090,,,,
164,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C01042,,,,,cpd:C12270,,,,
168,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C12270,,,,,cpd:C20776,,,,
170,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C12270,,,,,cpd:C01042,,,,
172,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C20776,,,,,cpd:C12270,,,,
175,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C00158,,,,,cpd:C20775,,,,
177,irreversible,"path:hsa00250 Alanine, aspartate and glutamate metabolism",cpd:C01042,,,,,cpd:C12270,,,,
24,irreversible,"path:hsa00290 Valine, leucine and isoleucine biosynthesis",cpd:C00188,,,,,cpd:C00109,,,,
32,irreversible,"path:hsa00290 Valine, leucine and isoleucine biosynthesis",cpd:C00671,,,,,cpd:C00407,,,,
34,reversible,"path:hsa00290 Valine, leucine and isoleucine biosynthesis",cpd:C00123,,,,,cpd:C00233,,,,
34,reversible_reverse,"path:hsa00290 Valine, leucine and isoleucine biosynthesis",cpd:C00233,,,,,cpd:C00123,,,,
41,irreversible,"path:hsa00290 Valine, leucine and isoleucine biosynthesis",cpd:C00141,,,,,cpd:C00183,,,,
47,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00062,,,,,cpd:C00077,,,,
153,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00062,,,,,cpd:C05933,,,,
154,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C05933,,,,,cpd:C00533,,,,
97,reversible,path:hsa00330 Arginine and proline metabolism,cpd:C00062,,,,,cpd:C00581,,,,
97,reversible_reverse,path:hsa00330 Arginine and proline metabolism,cpd:C00581,,,,,cpd:C00062,,,,
98,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00581,,,,,cpd:C00300,,,,
100,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00300,,,,,cpd:C02305,,,,
51,reversible,path:hsa00330 Arginine and proline metabolism,cpd:C01035,,,,,cpd:C00334,,,,
51,reversible_reverse,path:hsa00330 Arginine and proline metabolism,cpd:C00334,,,,,cpd:C01035,,,,
52,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00334,,,,,cpd:C01035,,,,
126,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00062,,,,,cpd:C00179,,,,
62,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00134,,,,,cpd:C00555,,,,
66,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00555,,,,,cpd:C00334,,,,
67,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C01137,cpd:C00134,,,,cpd:C00315,,,,
68,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00019,,,,,cpd:C01137,,,,
69,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C01137,cpd:C00315,,,,cpd:C00750,,,,
70,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00134,,,,,cpd:C02714,,,,
72,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C02714,,,,,cpd:C05936,,,,
73,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C05936,,,,,cpd:C02946,,,,
80,reversible,path:hsa00330 Arginine and proline metabolism,cpd:C00334,,,,,cpd:C00884,,,,
80,reversible_reverse,path:hsa00330 Arginine and proline metabolism,cpd:C00884,,,,,cpd:C00334,,,,
81,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00334,,,,,cpd:C00884,,,,
138,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00334,,,,,cpd:C00884,,,,
141,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00750,,,,,cpd:C00315,,,,
232,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C05147,,,,,cpd:C03564,,,,
225,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00763,,,,,cpd:C03564,,,,
212,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C05946,,,,,cpd:C00048,cpd:C00022,,,
209,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C05947,,,,,cpd:C05946,,,,
208,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C05938,,,,,cpd:C05947,,,,
207,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C04281,,,,,cpd:C05947,,,,
206,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C04281,,,,,cpd:C01157,,,,
205,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C01157,,,,,cpd:C04281,,,,
204,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00148,,,,,cpd:C01157,,,,
177,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C03287,,,,,cpd:C01165,,,,
176,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00025,,,,,cpd:C03287,,,,
175,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C01165,,,,,cpd:C00025,,,,
174,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00148,,,,,cpd:C03912,,,,
173,reversible,path:hsa00330 Arginine and proline metabolism,cpd:C00148,,,,,cpd:C03912,,,,
173,reversible_reverse,path:hsa00330 Arginine and proline metabolism,cpd:C03912,,,,,cpd:C00148,,,,
172,reversible,path:hsa00330 Arginine and proline metabolism,cpd:C00077,,,,,cpd:C01165,,,,
172,reversible_reverse,path:hsa00330 Arginine and proline metabolism,cpd:C01165,,,,,cpd:C00077,,,,
233,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00012,,,,,cpd:C00148,,,,
236,irreversible,path:hsa00330 Arginine and proline metabolism,cpd:C00077,,,,,cpd:C00134,,,,
42,reversible,path:hsa00340 Histidine metabolism,cpd:C00025,,,,,cpd:C00439,,,,
42,reversible_reverse,path:hsa00340 Histidine metabolism,cpd:C00439,,,,,cpd:C00025,,,,
43,irreversible,path:hsa00340 Histidine metabolism,cpd:C03680,,,,,cpd:C00439,,,,
44,irreversible,path:hsa00340 Histidine metabolism,cpd:C00785,,,,,cpd:C03680,,,,
45,irreversible,path:hsa00340 Histidine metabolism,cpd:C00135,,,,,cpd:C00785,,,,
47,irreversible,path:hsa00340 Histidine metabolism,cpd:C00386,,,,,cpd:C01262,,,,
48,irreversible,path:hsa00340 Histidine metabolism,cpd:C00386,,,,,cpd:C00135,,,,
49,irreversible,path:hsa00340 Histidine metabolism,cpd:C00135,,,,,cpd:C00386,,,,
157,irreversible,path:hsa00340 Histidine metabolism,cpd:C00135,,,,,cpd:C00388,,,,
53,irreversible,path:hsa00340 Histidine metabolism,cpd:C05130,,,,,cpd:C02835,,,,
54,irreversible,path:hsa00340 Histidine metabolism,cpd:C05127,,,,,cpd:C05827,,,,
55,irreversible,path:hsa00340 Histidine metabolism,cpd:C05827,,,,,cpd:C05828,,,,
56,irreversible,path:hsa00340 Histidine metabolism,cpd:C00388,,,,,cpd:C05130,,,,
57,irreversible,path:hsa00340 Histidine metabolism,cpd:C00388,,,,,cpd:C05127,,,,
74,irreversible,path:hsa00340 Histidine metabolism,cpd:C00386,,,,,cpd:C00135,,,,
75,irreversible,path:hsa00340 Histidine metabolism,cpd:C01152,,,,,cpd:C01262,,,,
77,irreversible,path:hsa00340 Histidine metabolism,cpd:C01044,,,,,cpd:C00049,,,,
209,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C01693,,,,,cpd:C04185,,,,
211,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C05589,,,,,cpd:C05583,,,,
212,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C05583,,,,,cpd:C05584,,,,
213,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00547,,,,,cpd:C05577,,,,
214,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00547,,,,,cpd:C05589,,,,
215,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00788,,,,,cpd:C05588,,,,
216,reversible,path:hsa00350 Tyrosine metabolism,cpd:C05580,,,,,cpd:C05584,,,,
216,reversible_reverse,path:hsa00350 Tyrosine metabolism,cpd:C05584,,,,,cpd:C05580,,,,
217,reversible,path:hsa00350 Tyrosine metabolism,cpd:C05577,,,,,cpd:C05580,,,,
217,reversible_reverse,path:hsa00350 Tyrosine metabolism,cpd:C05580,,,,,cpd:C05577,,,,
218,reversible,path:hsa00350 Tyrosine metabolism,cpd:C05576,,,,,cpd:C05577,,,,
218,reversible_reverse,path:hsa00350 Tyrosine metabolism,cpd:C05577,,,,,cpd:C05576,,,,
219,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C05576,,,,,cpd:C05594,,,,
220,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C05588,,,,,cpd:C05583,,,,
221,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00547,,,,,cpd:C00788,,,,
222,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00788,,,,,cpd:C05577,,,,
223,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C03758,,,,,cpd:C00547,,,,
224,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C04043,,,,,cpd:C01161,,,,
225,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C01161,,,,,cpd:C05582,,,,
226,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C03758,,,,,cpd:C04043,,,,
227,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C05581,,,,,cpd:C05582,,,,
228,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C03758,,,,,cpd:C05587,,,,
303,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C05587,,,,,cpd:C05581,,,,
230,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00355,,,,,cpd:C03758,,,,
60,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C01060,,,,,cpd:C02465,,,,
61,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C02515,,,,,cpd:C01060,,,,
62,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00082,,,,,cpd:C02515,,,,
63,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C02514,,,,,cpd:C00022,cpd:C00122,,,
159,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C01061,,,,,cpd:C00122,cpd:C00164,,,
69,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C01036,,,,,cpd:C01061,,,,
70,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00544,,,,,cpd:C01036,,,,
73,reversible,path:hsa00350 Tyrosine metabolism,cpd:C00082,,,,,cpd:C01179,,,,
73,reversible_reverse,path:hsa00350 Tyrosine metabolism,cpd:C01179,,,,,cpd:C00082,,,,
74,reversible,path:hsa00350 Tyrosine metabolism,cpd:C01179,,,,,cpd:C05350,,,,
74,reversible_reverse,path:hsa00350 Tyrosine metabolism,cpd:C05350,,,,,cpd:C01179,,,,
75,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C01179,,,,,cpd:C00544,,,,
80,reversible,path:hsa00350 Tyrosine metabolism,cpd:C03765,,,,,cpd:C00642,,,,
80,reversible_reverse,path:hsa00350 Tyrosine metabolism,cpd:C00642,,,,,cpd:C03765,,,,
81,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00483,,,,,cpd:C03765,,,,
231,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C05578,,,,,cpd:C05579,,,,
83,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00082,,,,,cpd:C00822,,,,
84,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C01060,,,,,cpd:C01829,,,,
233,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00082,,,,,cpd:C00355,,,,
234,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00082,,,,,cpd:C00355,,,,
85,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00082,,,,,cpd:C01179,,,,
86,reversible,path:hsa00350 Tyrosine metabolism,cpd:C00082,,,,,cpd:C01179,,,,
86,reversible_reverse,path:hsa00350 Tyrosine metabolism,cpd:C01179,,,,,cpd:C00082,,,,
88,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00082,,,,,cpd:C00483,,,,
103,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00483,,,,,cpd:C03765,,,,
105,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C05585,,,,,cpd:C00628,,,,
242,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C03758,,,,,cpd:C04043,,,,
279,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C00355,,,,,cpd:C00822,,,,
282,irreversible,path:hsa00350 Tyrosine metabolism,cpd:C04185,,,,,cpd:C17938,,,,
77,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00078,,,,,cpd:C02700,,,,
81,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00078,,,,,cpd:C00331,,,,
82,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C01598,,,,,cpd:C05642,,,,
83,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C01598,,,,,cpd:C05643,,,,
84,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00978,,,,,cpd:C01598,,,,
86,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00780,,,,,cpd:C00978,,,,
87,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00780,,,,,cpd:C05647,,,,
88,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C05635,,,,,cpd:C05660,,,,
89,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C05638,,,,,cpd:C05639,,,,
90,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C05651,,,,,cpd:C05638,,,,
92,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00643,,,,,cpd:C00780,,,,
93,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00643,,,,,cpd:C05648,,,,
98,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C02700,,,,,cpd:C00328,,,,
101,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00332,,,,,cpd:C00024,,,,
35,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C01144,,,,,cpd:C00332,,,,
102,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00877,,,,,cpd:C01144,,,,
103,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00527,,,,,cpd:C00877,,,,
104,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00322,,,,,cpd:C00527,,,,
105,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C03824,,,,,cpd:C02220,,,,
106,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C04409,,,,,cpd:C03824,,,,
107,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00632,,,,,cpd:C04409,,,,
108,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C02700,,,,,cpd:C05653,,,,
109,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00328,,,,,cpd:C03227,,,,
110,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C00328,,,,,cpd:C00108,,,,
111,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C05653,,,,,cpd:C00108,,,,
112,irreversible,path:hsa00380 Tryptophan metabolism,cpd:C03227,,,,,cpd:C00632,,,,
