id,type,pathway_source,substrate1,substrate2,substrate3,substrate4,substrate5,product1,product2,product3,product4,product5
77,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06899,,,,,cpd:C07490,,,,
78,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06790,,,,,cpd:C14868,,,,
79,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14840,,,,,cpd:C14848,,,,
80,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14857,,,,,cpd:C14865,,,,
175,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14852,,,,,cpd:C14856,,,,
176,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14851,,,,,cpd:C14855,,,,
177,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14850,,,,,cpd:C14852,,,,
82,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14858,,,,,cpd:C14861,,,,
90,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14859,,,,,cpd:C14864,,,,
232,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14786,,,,,cpd:C14791,,,,
92,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14865,,,,,cpd:C14863,,,,
93,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14839,,,,,cpd:C14847,,,,
237,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06205,,,,,cpd:C03012,,,,
115,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14800,,,,,cpd:C14801,,,,
298,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19574,,,,,cpd:C19580,,,,
297,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19574,,,,,cpd:C19577,,,,
296,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19566,,,,
295,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19563,,,,
199,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19604,,,,,cpd:C19607,,,,
144,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19586,,,,,cpd:C11278,,,,
134,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16756,,,,,cpd:C19594,,,,
131,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06800,,,,,cpd:C19595,,,,
281,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19574,,,,
280,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19574,,,,
264,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19574,,,,
129,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06800,,,,,cpd:C19585,,,,
126,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19586,,,,,cpd:C19588,,,,
124,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06800,,,,,cpd:C16756,,,,
189,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19561,,,,,cpd:C19562,,,,
186,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19489,,,,,cpd:C19490,,,,
183,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19488,,,,,cpd:C19489,,,,
201,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19488,,,,,cpd:C19561,,,,
202,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19488,,,,,cpd:C19604,,,,
203,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19490,,,,,cpd:C19559,,,,
154,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06800,,,,,cpd:C19586,,,,
301,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14039,,,,,cpd:C14858,,,,
302,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14039,,,,,cpd:C14859,,,,
307,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06790,,,,,cpd:C11148,,,,
309,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06800,,,,,cpd:C19586,,,,
310,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06800,,,,,cpd:C19586,,,,
311,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19574,,,,,cpd:C19577,,,,
312,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C19574,,,,,cpd:C19580,,,,
313,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19563,,,,
314,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19563,,,,
315,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19566,,,,
316,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19566,,,,
317,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19563,,,,
318,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C16453,,,,,cpd:C19566,,,,
319,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06800,,,,,cpd:C19586,,,,
320,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C07535,,,,,cpd:C14851,cpd:C14849,cpd:C14850,,
321,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C07535,,,,,cpd:C14851,cpd:C14849,cpd:C14850,,
322,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C07535,,,,,cpd:C14851,cpd:C14849,cpd:C14850,,
323,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14556,,,,,cpd:C14854,,,,
324,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14852,,,,,cpd:C14853,,,,
326,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14852,,,,,cpd:C14853,,,,
325,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14852,,,,,cpd:C14853,,,,
328,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14556,,,,,cpd:C14854,,,,
327,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14556,,,,,cpd:C14854,,,,
329,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C00829,,,,,cpd:C14787,cpd:C14786,,,
330,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C00829,,,,,cpd:C14787,cpd:C14786,,,
331,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06790,,,,,cpd:C11148,,,,
332,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C06790,,,,,cpd:C14866,,,,
333,irreversible,path:hsa00980 Metabolism of xenobiotics by cytochrome P450,cpd:C14040,,,,,cpd:C14800,cpd:C14802,,,
69,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D04931 cpd:C02380,,,,,cpd:C16614,,,,
70,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C04646,,,,,cpd:C16615,,,,
71,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16619,,,,,cpd:C16620,,,,
72,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16614,,,,,cpd:C16615,,,,
73,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D04931 cpd:C02380,,,,,cpd:C04646,,,,
74,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D08603 cpd:C07648,,,,,cpd:C16619,,,,
75,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16618,,,,,cpd:C16619,,,,
76,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16617,,,,,cpd:C04646,,,,
77,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D04931 cpd:C02380,,,,,cpd:C16613,,,,
78,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D00346 cpd:C07054,,,,,cpd:C07585,,,,
79,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C07447,,,,,cpd:C16622,,,,
83,reversible,path:hsa00983 Drug metabolism - other enzymes,dr:D00584 cpd:C07649,,,,,cpd:C16633,,,,
83,reversible_reverse,path:hsa00983 Drug metabolism - other enzymes,cpd:C16633,,,,,dr:D00584 cpd:C07649,,,,
84,reversible,path:hsa00983 Drug metabolism - other enzymes,dr:D00584 cpd:C07649,,,,,dr:D04197 cpd:C11736,,,,
84,reversible_reverse,path:hsa00983 Drug metabolism - other enzymes,dr:D04197 cpd:C11736,,,,,dr:D00584 cpd:C07649,,,,
85,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D00584 cpd:C07649,,,,,cpd:C16630,,,,
86,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16630,,,,,cpd:C16631,,,,
87,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16631,,,,,cpd:C16632,,,,
88,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D00584 cpd:C07649,,,,,cpd:C16634,,,,
89,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16633,,,,,cpd:C16634,,,,
90,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D04197 cpd:C11736,,,,,cpd:C04242,,,,
91,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C04646,,,,,cpd:C16618,,,,
135,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D01244 cpd:C12673,,,,,dr:D00584 cpd:C07649,,,,
96,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D01309 cpd:C12739,,,,,dr:D00584 cpd:C07649,,,,
99,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16635,,,,,dr:D01309 cpd:C12739,,,,
100,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D01223 cpd:C12650,,,,,cpd:C16635,,,,
113,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D08086 cpd:C16641,,,,,cpd:C11173,,,,
102,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C11173,,,,,cpd:C11376,,,,
104,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C11376,,,,,cpd:C11173,,,,
105,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16543,,,,,cpd:C11173,,,,
132,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C21748,,,,,cpd:C21750,,,,
128,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C21748,,,,,cpd:C21749,,,,
127,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C16634,,,,,cpd:C21748,,,,
129,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C04242,,,,,cpd:C21750,,,,
130,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C21750,,,,,cpd:C21751,,,,
134,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C21751,,,,,cpd:C04242,,,,
146,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D00346 cpd:C07054,,,,,cpd:C21754,,,,
149,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C05361,,,,,cpd:C07447,,,,
151,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C07447,,,,,cpd:C21758,,,,
158,irreversible,path:hsa00983 Drug metabolism - other enzymes,dr:D00346 cpd:C07054,,,,,cpd:C05361,cpd:C07446,,,
159,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C07585,,,,,cpd:C07446,cpd:C07447,,,
164,irreversible,path:hsa00983 Drug metabolism - other enzymes,cpd:C21758,,,,,cpd:C02320,,,,
164,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C00154,,,,,cpd:C00249,,,,
165,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C00412,,,,,cpd:C01530,,,,
166,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C02041,,,,,cpd:C06425,,,,
167,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C00510,,,,,cpd:C00712,,,,
168,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C02050,,,,,cpd:C01595,,,,
169,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C02249,,,,,cpd:C00219,,,,
170,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C03595,,,,,cpd:C03242,,,,
171,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C03035,,,,,cpd:C06426,,,,
172,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16169,,,,,cpd:C06429,,,,
173,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16165,,,,,cpd:C06428,,,,
174,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16162,,,,,cpd:C06427,,,,
270,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16162,,,,,cpd:C16163,,,,
271,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16167,,,,,cpd:C16168,,,,
306,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16171,,,,,cpd:C16172,,,,
308,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C03595,,,,,cpd:C02249,,,,
309,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C02050,,,,,cpd:C03035,,,,
314,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16164,,,,,cpd:C16165,,,,
361,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C00154,,,,,cpd:C21943,,,,
367,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C00154,,,,,cpd:C21072,,,,
381,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C00510,,,,,cpd:C21935,,,,
384,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C21937,,,,,cpd:C21939,,,,
119,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16530,,,,,cpd:C21937,,,,
118,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16179,,,,,cpd:C16164,,,,
117,irreversible,path:hsa01040 Biosynthesis of unsaturated fatty acids,cpd:C16180,,,,,cpd:C03595,,,,
6235,reversible,path:hsa01100 Metabolic pathways,cpd:C00024,cpd:C00036,,,,cpd:C00158,,,,
6235,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00158,,,,,cpd:C00024,cpd:C00036,,,
4356,reversible,path:hsa01100 Metabolic pathways,cpd:C00311,,,,,cpd:C05379,,,,
4356,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C05379,,,,,cpd:C00311,,,,
4361,reversible,path:hsa01100 Metabolic pathways,cpd:C00026,,,,,cpd:C05379,,,,
4361,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C05379,,,,,cpd:C00026,,,,
4377,reversible,path:hsa01100 Metabolic pathways,cpd:C00085,,,,,cpd:C00354,,,,
4377,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00354,,,,,cpd:C00085,,,,
2007,reversible,path:hsa01100 Metabolic pathways,cpd:C00354,,,,,cpd:C00118,cpd:C00111,,,
2007,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00118,cpd:C00111,,,,cpd:C00354,,,,
4073,reversible,path:hsa01100 Metabolic pathways,cpd:C00111,,,,,cpd:C00118,,,,
4073,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00118,,,,,cpd:C00111,,,,
5689,reversible,path:hsa01100 Metabolic pathways,cpd:C00118,,,,,cpd:C00236,,,,
5689,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00236,,,,,cpd:C00118,,,,
2009,reversible,path:hsa01100 Metabolic pathways,cpd:C00236,,,,,cpd:C00197,,,,
2009,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00197,,,,,cpd:C00236,,,,
2972,reversible,path:hsa01100 Metabolic pathways,cpd:C00197,,,,,cpd:C00631,,,,
2972,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00631,,,,,cpd:C00197,,,,
2989,reversible,path:hsa01100 Metabolic pathways,cpd:C00631,,,,,cpd:C00074,,,,
2989,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00074,,,,,cpd:C00631,,,,
3083,reversible,path:hsa01100 Metabolic pathways,cpd:C00074,,,,,cpd:C00022,,,,
3083,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00022,,,,,cpd:C00074,,,,
1556,reversible,path:hsa01100 Metabolic pathways,cpd:C00022,,,,,cpd:C00024,,,,
1556,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00024,,,,,cpd:C00022,,,,
2010,reversible,path:hsa01100 Metabolic pathways,cpd:C00345,,,,,cpd:C00199,,,,
2010,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00199,,,,,cpd:C00345,,,,
2011,reversible,path:hsa01100 Metabolic pathways,cpd:C01236,,,,,cpd:C00345,,,,
2011,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00345,,,,,cpd:C01236,,,,
5575,reversible,path:hsa01100 Metabolic pathways,cpd:C01172,,,,,cpd:C01236,,,,
5575,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01236,,,,,cpd:C01172,,,,
4158,reversible,path:hsa01100 Metabolic pathways,cpd:C00085,,,,,cpd:C00668,,,,
4158,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00668,,,,,cpd:C00085,,,,
3085,reversible,path:hsa01100 Metabolic pathways,cpd:C00668,,,,,cpd:C01172,,,,
3085,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01172,,,,,cpd:C00668,,,,
4038,reversible,path:hsa01100 Metabolic pathways,cpd:C00103,,,,,cpd:C00668,,,,
4038,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00668,,,,,cpd:C00103,,,,
2014,reversible,path:hsa01100 Metabolic pathways,cpd:C00532,,,,,cpd:C00259,,,,
2014,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00259,,,,,cpd:C00532,,,,
2016,reversible,path:hsa01100 Metabolic pathways,cpd:C00379,,,,,cpd:C00312,,,,
2016,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00312,,,,,cpd:C00379,,,,
1946,reversible,path:hsa01100 Metabolic pathways,cpd:C00310,,,,,cpd:C00231,,,,
1946,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00231,,,,,cpd:C00310,,,,
2035,reversible,path:hsa01100 Metabolic pathways,cpd:C00181,,,,,cpd:C00379,,,,
2035,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00379,,,,,cpd:C00181,,,,
1984,reversible,path:hsa01100 Metabolic pathways,cpd:C00199,,,,,cpd:C00309,,,,
1984,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00309,,,,,cpd:C00199,,,,
1925,reversible,path:hsa01100 Metabolic pathways,cpd:C00029,,,,,cpd:C00103,,,,
1925,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00103,,,,,cpd:C00029,,,,
2018,reversible,path:hsa01100 Metabolic pathways,cpd:C00029,,,,,cpd:C00167,,,,
2018,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00167,,,,,cpd:C00029,,,,
5107,reversible,path:hsa01100 Metabolic pathways,cpd:C00167,,,,,cpd:C03033,,,,
5107,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C03033,,,,,cpd:C00167,,,,
2022,reversible,path:hsa01100 Metabolic pathways,cpd:C03033,,,,,cpd:C00191,,,,
2022,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00191,,,,,cpd:C03033,,,,
2019,reversible,path:hsa01100 Metabolic pathways,cpd:C00191,,,,,cpd:C00800,,,,
2019,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00800,,,,,cpd:C00191,,,,
2020,reversible,path:hsa01100 Metabolic pathways,cpd:C00618,,,,,cpd:C00800,,,,
2020,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00800,,,,,cpd:C00618,,,,
1629,reversible,path:hsa01100 Metabolic pathways,cpd:C00029,cpd:C00446,,,,cpd:C00103,cpd:C00052,,,
1629,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00103,cpd:C00052,,,,cpd:C00029,cpd:C00446,,,
2027,reversible,path:hsa01100 Metabolic pathways,cpd:C00984,,,,,cpd:C00446,,,,
2027,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00446,,,,,cpd:C00984,,,,
5108,reversible,path:hsa01100 Metabolic pathways,cpd:C00369,,,,,cpd:C00718,,,,
5108,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00718,,,,,cpd:C00369,,,,
2976,reversible,path:hsa01100 Metabolic pathways,cpd:C00369,,,,,cpd:C00721,,,,
2976,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00721,,,,,cpd:C00369,,,,
1923,reversible,path:hsa01100 Metabolic pathways,cpd:C00267,,,,,cpd:C00721,,,,
1923,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00721,,,,,cpd:C00267,,,,
1924,reversible,path:hsa01100 Metabolic pathways,cpd:C00369,,,,,cpd:C00267,,,,
1924,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00267,,,,,cpd:C00369,,,,
1631,reversible,path:hsa01100 Metabolic pathways,cpd:C00052,,,,,cpd:C00029,,,,
1631,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00029,,,,,cpd:C00052,,,,
2032,reversible,path:hsa01100 Metabolic pathways,cpd:C00167,,,,,cpd:C00190,,,,
2032,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00190,,,,,cpd:C00167,,,,
2036,reversible,path:hsa01100 Metabolic pathways,cpd:C00085,,,,,cpd:C00352,,,,
2036,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00352,,,,,cpd:C00085,,,,
1977,reversible,path:hsa01100 Metabolic pathways,cpd:C00043,,,,,cpd:C04501,,,,
1977,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C04501,,,,,cpd:C00043,,,,
2039,reversible,path:hsa01100 Metabolic pathways,cpd:C00645,,,,,cpd:C04257,,,,
2039,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C04257,,,,,cpd:C00645,,,,
2040,reversible,path:hsa01100 Metabolic pathways,cpd:C04257,,,,,cpd:C06241,,,,
2040,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C06241,,,,,cpd:C04257,,,,
2041,reversible,path:hsa01100 Metabolic pathways,cpd:C06241,,,,,cpd:C00270,,,,
2041,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00270,,,,,cpd:C06241,,,,
2042,reversible,path:hsa01100 Metabolic pathways,cpd:C00270,,,,,cpd:C00128,,,,
2042,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00128,,,,,cpd:C00270,,,,
2043,reversible,path:hsa01100 Metabolic pathways,cpd:C00095,,,,,cpd:C00085,,,,
2043,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00085,,,,,cpd:C00095,,,,
1452,reversible,path:hsa01100 Metabolic pathways,cpd:C00095,,,,,cpd:C01094,,,,
1452,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01094,,,,,cpd:C00095,,,,
2978,reversible,path:hsa01100 Metabolic pathways,cpd:C01094,,,,,cpd:C00111,,,,
2978,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00111,,,,,cpd:C01094,,,,
2045,reversible,path:hsa01100 Metabolic pathways,cpd:C00159,,,,,cpd:C00275,,,,
2045,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00275,,,,,cpd:C00159,,,,
4129,reversible,path:hsa01100 Metabolic pathways,cpd:C00275,,,,,cpd:C00085,,,,
4129,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00085,,,,,cpd:C00275,,,,
2046,reversible,path:hsa01100 Metabolic pathways,cpd:C00636,,,,,cpd:C00275,,,,
2046,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00275,,,,,cpd:C00636,,,,
134,reversible,path:hsa01100 Metabolic pathways,cpd:C00096,,,,,cpd:C00636,,,,
134,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00636,,,,,cpd:C00096,,,,
2047,reversible,path:hsa01100 Metabolic pathways,cpd:C00096,,,,,cpd:C01222,,,,
2047,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01222,,,,,cpd:C00096,,,,
2048,reversible,path:hsa01100 Metabolic pathways,cpd:C01222,,,,,cpd:C00325,,,,
2048,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00325,,,,,cpd:C01222,,,,
2049,reversible,path:hsa01100 Metabolic pathways,cpd:C00325,,,,,cpd:C02985,,,,
2049,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C02985,,,,,cpd:C00325,,,,
2050,reversible,path:hsa01100 Metabolic pathways,cpd:C02985,,,,,cpd:C01019,,,,
2050,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01019,,,,,cpd:C02985,,,,
782,reversible,path:hsa01100 Metabolic pathways,cpd:C04006,,,,,cpd:C00137,,,,
782,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C00137,,,,,cpd:C04006,,,,
783,reversible,path:hsa01100 Metabolic pathways,cpd:C04063,,,,,cpd:C04006,,,,
783,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C04006,,,,,cpd:C04063,,,,
785,reversible,path:hsa01100 Metabolic pathways,cpd:C01272,,,,,cpd:C01243,,,,
785,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01243,,,,,cpd:C01272,,,,
786,reversible,path:hsa01100 Metabolic pathways,cpd:C01245,,,,,cpd:C01272,,,,
786,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01272,,,,,cpd:C01245,,,,
780,reversible,path:hsa01100 Metabolic pathways,cpd:C01245,,,,,cpd:C01220,,,,
780,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01220,,,,,cpd:C01245,,,,
781,reversible,path:hsa01100 Metabolic pathways,cpd:C01220,,,,,cpd:C03546,,,,
781,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C03546,,,,,cpd:C01220,,,,
779,reversible,path:hsa01100 Metabolic pathways,cpd:C04637,,,,,cpd:C01245,,,,
779,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C01245,,,,,cpd:C04637,,,,
767,reversible,path:hsa01100 Metabolic pathways,cpd:C01277,,,,,cpd:C04637,,,,
767,reversible_reverse,path:hsa01100 Metabolic pathways,cpd:C04637,,,,,cpd:C01277,,,,
766,reversible,path:hsa01100 Metabolic pathways,cpd:C01194,,,,,cpd:C01277,,,,
