Gene,Cluster
hsa:4357,7
hsa:10370,72
hsa:89953,78
hsa:55072,41
hsa:23396,3
hsa:3476,83
hsa:4916,64
hsa:106821730,14
hsa:3065,41
hsa:10603,16
hsa:8991,72
hsa:1843,83
hsa:2782,34
hsa:5894,5
cpd:C20698,2
cpd:C02002,72
hsa:51378,14
hsa:572,41
hsa:9071,23
hsa:29906,36
hsa:54776,2
hsa:6888,17
hsa:5223,9
hsa:2986,38
hsa:130589,23
hsa:1291,23
hsa:23657,51
hsa:5071,41
hsa:4940,12
hsa:11025,2
hsa:27189,2
hsa:2550,27
hsa:3934,42
hsa:40,43
hsa:1488,71
path:hsa00230,28
hsa:407046,74
hsa:2793,27
hsa:29107,65
hsa:56624,3
hsa:5922,46
hsa:22938,71
hsa:1244,1
hsa:51393,1
hsa:11127,68
hsa:57617,88
hsa:25833,88
hsa:399,17
hsa:6370,71
hsa:8809,52
hsa:127281,28
hsa:6324,5
hsa:5009,10
hsa:4882,18
hsa:2322,38
hsa:535,17
hsa:659,71
path:hsa00340,53
hsa:730094,50
hsa:132158,50
hsa:7148,30
hsa:23157,23
hsa:10402,23
hsa:9942,41
hsa:3451,41
hsa:3123,38
hsa:2643,79
hsa:137964,31
hsa:84976,3
hsa:6487,56
hsa:2905,13
hsa:5153,62
hsa:139065,3
hsa:342372,5
path:hsa00533,56
hsa:55367,33
hsa:5739,45
hsa:6716,87
hsa:3175,13
hsa:25847,31
hsa:2595,61
hsa:162514,22
hsa:1716,60
hsa:10459,2
cpd:C15849,23
hsa:57678,65
hsa:83990,9
hsa:85366,9
hsa:226,49
hsa:9577,13
path:hsa00130,35
hsa:10769,41
hsa:84557,91
hsa:5139,17
hsa:208,88
hsa:7056,50
hsa:6343,60
hsa:7462,53
hsa:5406,45
hsa:291,45
hsa:913,87
hsa:1179,10
hsa:6364,88
hsa:5460,30
hsa:5523,17
hsa:128,18
hsa:64091,34
hsa:5197,51
hsa:5345,28
hsa:373156,84
hsa:4157,56
hsa:406916,65
hsa:407026,64
hsa:6789,64
hsa:4760,2
hsa:23678,0
hsa:3293,31
hsa:3716,29
hsa:1493,17
hsa:3818,6
hsa:9542,14
hsa:51208,56
hsa:4804,39
hsa:113026,30
hsa:23590,51
hsa:8702,88
gl:G13101,45
hsa:57555,17
hsa:6425,56
hsa:7091,39
hsa:55844,71
hsa:401494,43
hsa:790,72
hsa:8290,43
hsa:126,2
hsa:50855,2
hsa:5536,5
hsa:292,15
hsa:220074,46
hsa:7225,88
path:hsa00330,30
hsa:7368,41
hsa:10913,71
hsa:3918,7
hsa:81029,88
cpd:C01780,91
hsa:1499,9
hsa:6786,2
hsa:5590,56
hsa:4724,15
hsa:10075,15
hsa:3676,72
hsa:64581,14
hsa:438,56
hsa:406996,5
hsa:10533,3
hsa:407006,31
hsa:220,88
path:hsa00513,62
hsa:9402,53
hsa:10010,0
hsa:4776,83
hsa:3908,10
hsa:84142,0
hsa:3681,60
hsa:6773,79
hsa:4899,2
hsa:10858,35
cpd:C00002,79
hsa:2919,2
hsa:406933,41
hsa:2475,20
hsa:2560,60
hsa:6476,81
hsa:10682,14
path:map00403,78
hsa:5564,15
hsa:102157402,23
hsa:6120,24
hsa:5731,38
hsa:58498,65
hsa:4851,30
hsa:225689,64
hsa:2512,64
hsa:56994,68
hsa:1066,14
hsa:345611,64
hsa:406922,2
hsa:2914,72
hsa:197259,83
hsa:701,64
hsa:1280,2
hsa:64098,14
hsa:283106,23
hsa:1738,83
hsa:3157,87
cpd:C09844,20
hsa:10965,2
hsa:51196,5
hsa:58528,5
hsa:3643,2
hsa:1120,45
hsa:554,45
hsa:445,54
hsa:1460,14
hsa:157,14
hsa:1015,32
hsa:2030,10
cpd:C00903,89
hsa:49861,51
hsa:5290,64
hsa:4149,30
hsa:494551,7
hsa:92552,5
hsa:70,54
hsa:27243,72
hsa:25946,88
hsa:664,72
hsa:5452,24
hsa:7360,56
hsa:9175,18
hsa:10572,74
hsa:6396,8
hsa:57148,2
hsa:5547,78
hsa:8992,46
hsa:4825,35
hsa:3162,56
hsa:147111,56
hsa:2744,40
hsa:818,71
hsa:6693,87
hsa:139189,2
path:map00660,56
hsa:7450,14
hsa:2494,43
hsa:401152,10
hsa:23462,24
hsa:3101,64
hsa:114769,7
hsa:116444,58
hsa:4967,41
hsa:5742,28
hsa:4537,88
hsa:81873,28
hsa:152831,66
hsa:51554,35
hsa:537,46
hsa:259197,51
hsa:4982,14
hsa:29964,71
hsa:3735,24
hsa:347688,58
hsa:3111,41
hsa:55024,60
hsa:9648,14
hsa:10642,2
cpd:C21791,83
hsa:5521,71
hsa:9487,31
hsa:1551,34
cpd:C00084,24
hsa:8350,71
hsa:2253,32
hsa:54981,82
hsa:287,0
hsa:27071,60
hsa:3765,53
hsa:6504,5
hsa:84706,12
hsa:2121,56
hsa:574473,2
hsa:2520,9
hsa:9563,27
hsa:4216,88
hsa:10878,40
hsa:8703,20
hsa:3939,43
hsa:2876,87
hsa:6452,20
hsa:4361,22
hsa:2915,39
hsa:993,33
hsa:131669,30
path:hsa00030,87
hsa:5054,73
hsa:3683,10
hsa:9846,23
hsa:8851,7
hsa:5228,7
hsa:51561,23
hsa:2792,62
hsa:51447,27
hsa:3566,80
hsa:64601,7
hsa:64398,53
hsa:8625,91
hsa:5604,65
hsa:7187,58
hsa:3651,28
hsa:440093,71
hsa:3763,75
hsa:27250,88
hsa:11282,80
hsa:7475,2
hsa:1031,14
hsa:2534,20
hsa:1756,20
cpd:C15850,50
hsa:476,28
hsa:9635,91
hsa:653,42
hsa:3455,72
hsa:574455,38
path:hsa00290,53
cpd:C14762,53
hsa:4209,5
hsa:26056,35
hsa:2690,30
hsa:7263,39
hsa:7043,28
hsa:574461,49
hsa:7480,65
hsa:355,88
hsa:441272,88
hsa:23495,62
hsa:6774,24
hsa:7483,53
hsa:3313,89
hsa:9488,35
hsa:5727,18
hsa:5868,17
hsa:28964,43
hsa:1903,65
hsa:6604,43
hsa:1612,42
hsa:989,40
hsa:7168,38
hsa:201562,63
hsa:2353,64
hsa:8454,18
hsa:2153,30
hsa:7251,72
hsa:83401,41
hsa:6326,71
hsa:2790,83
hsa:51510,37
hsa:5155,7
hsa:92579,18
hsa:8302,72
cpd:C00809,49
hsa:1737,39
hsa:8566,23
hsa:114798,27
hsa:2752,27
hsa:9493,0
hsa:8989,11
hsa:280,74
hsa:59082,41
hsa:10797,43
hsa:55650,48
hsa:116150,51
hsa:5291,20
cpd:C00584,14
hsa:10344,56
hsa:8463,0
hsa:23295,24
hsa:5105,22
hsa:23542,74
hsa:2194,46
hsa:94033,23
hsa:27306,87
hsa:3295,87
hsa:80329,18
hsa:776,45
hsa:3040,28
hsa:7098,10
hsa:3276,54
hsa:2243,88
hsa:124,27
hsa:3776,71
hsa:1072,23
hsa:131890,41
hsa:7094,72
hsa:1852,24
hsa:558,42
hsa:2251,28
hsa:1577,7
hsa:5571,7
hsa:57724,2
hsa:7040,38
hsa:2065,5
hsa:154810,5
hsa:406886,11
hsa:10325,88
hsa:1687,12
hsa:81030,64
hsa:23530,8
hsa:23433,12
hsa:50943,51
hsa:8915,76
hsa:5029,53
hsa:2952,7
hsa:1080,88
hsa:5143,87
hsa:9337,79
hsa:83594,91
hsa:6750,79
hsa:4179,2
hsa:8771,20
hsa:3075,88
hsa:7538,30
path:hsa00500,7
hsa:57172,53
hsa:2100,53
hsa:3693,16
hsa:3915,58
hsa:6790,71
hsa:3991,2
hsa:3236,68
hsa:6338,71
hsa:166336,39
hsa:55277,31
hsa:23534,45
hsa:7173,72
hsa:100526760,5
hsa:2321,78
hsa:51520,9
hsa:2773,2
hsa:602,19
hsa:441925,5
hsa:93,52
hsa:60482,35
hsa:26289,7
hsa:7070,24
hsa:3605,72
hsa:2274,8
hsa:2052,72
hsa:2184,20
hsa:475,18
hsa:5908,71
hsa:27,23
hsa:5146,2
hsa:5451,17
hsa:25865,87
hsa:5899,7
hsa:128178,65
hsa:5507,80
hsa:3620,71
hsa:4124,39
hsa:7184,85
hsa:118788,7
hsa:30837,78
hsa:81490,76
hsa:120071,87
hsa:9562,39
hsa:4942,72
hsa:8737,15
hsa:7171,76
hsa:102723996,20
hsa:388112,72
hsa:51020,23
hsa:93343,17
hsa:55526,72
hsa:7134,72
hsa:10672,10
hsa:27094,65
hsa:9651,23
hsa:5872,41
hsa:5966,19
hsa:4337,88
hsa:112724,51
hsa:10587,0
hsa:6908,79
hsa:6332,83
hsa:1487,22
hsa:3125,18
hsa:9146,35
cpd:C14771,56
hsa:7867,8
hsa:442918,56
hsa:9536,65
hsa:126961,65
hsa:1634,31
hsa:152586,24
hsa:51305,33
hsa:57369,54
hsa:340665,54
hsa:290,39
hsa:515,7
hsa:26084,56
cpd:C00031,28
hsa:7059,54
hsa:2779,0
hsa:3242,18
hsa:11326,46
hsa:3084,30
hsa:284098,34
hsa:1212,7
hsa:10242,7
hsa:10563,17
hsa:6300,22
hsa:3817,22
hsa:3990,88
hsa:5272,17
hsa:79109,72
hsa:2870,45
hsa:5268,45
hsa:8831,55
hsa:2902,2
hsa:23710,77
hsa:26508,28
hsa:406908,90
hsa:10000,38
hsa:80150,87
hsa:53342,85
hsa:6850,2
hsa:56270,76
hsa:1615,7
hsa:4860,2
hsa:4210,90
hsa:6328,46
hsa:93034,87
hsa:272,30
hsa:23162,89
path:hsa00910,78
hsa:30,78
hsa:406985,39
hsa:7133,29
hsa:5024,56
hsa:5862,88
hsa:89846,72
hsa:4909,25
hsa:1807,28
hsa:57292,88
hsa:1501,87
hsa:146664,45
hsa:9367,88
hsa:9306,77
hsa:2735,12
hsa:51478,7
hsa:23533,72
hsa:4303,43
hsa:2132,50
hsa:93129,20
hsa:427,71
hsa:783,78
hsa:7189,1
hsa:79444,78
hsa:22861,53
hsa:479,38
hsa:4296,76
hsa:55902,76
dr:D08559,77
hsa:84674,42
hsa:268,64
hsa:29796,39
hsa:513,88
hsa:442890,28
hsa:8356,3
hsa:6776,54
hsa:527,54
hsa:54579,54
hsa:51,72
cpd:C00026,76
hsa:9655,45
hsa:6827,53
hsa:406983,0
hsa:84309,31
hsa:6890,28
hsa:548596,32
hsa:5275,28
hsa:1398,28
hsa:6446,72
hsa:7532,51
hsa:552,27
hsa:26291,79
hsa:100506742,71
hsa:5207,72
hsa:102723849,18
hsa:27330,18
hsa:10744,71
hsa:407036,72
hsa:847,14
hsa:7366,78
hsa:2150,78
hsa:147179,28
hsa:3098,32
hsa:6375,15
hsa:9047,39
hsa:10747,51
hsa:2247,14
hsa:64326,22
hsa:4539,48
hsa:2788,48
hsa:2747,37
hsa:26524,2
hsa:51764,45
hsa:2689,45
hsa:5618,28
hsa:156,58
hsa:23262,17
hsa:5055,63
hsa:3914,16
hsa:340419,33
hsa:8353,28
hsa:874,35
hsa:777,23
hsa:4094,45
hsa:5196,45
hsa:3611,31
hsa:3913,85
hsa:9924,74
hsa:5591,11
hsa:340061,32
hsa:3702,39
hsa:11152,91
hsa:286,39
hsa:8310,86
hsa:3572,88
hsa:4294,45
hsa:3448,15
hsa:4833,71
hsa:51477,39
hsa:2565,32
path:hsa00564,76
hsa:100310812,9
hsa:5241,23
hsa:29110,15
hsa:3932,15
hsa:2977,31
hsa:673,31
hsa:9462,88
hsa:5243,5
hsa:5198,48
path:hsa00770,45
hsa:3779,45
hsa:4915,18
hsa:1962,16
hsa:406991,53
hsa:5914,8
hsa:5462,91
hsa:3952,10
hsa:5971,41
hsa:3358,17
hsa:85407,72
hsa:10840,35
hsa:8395,65
hsa:1871,87
hsa:10941,43
hsa:29982,76
hsa:84076,71
hsa:775,88
hsa:10850,87
path:map00960,88
hsa:653857,11
hsa:6344,35
hsa:95,71
hsa:65263,43
hsa:1297,88
hsa:8704,72
hsa:406896,31
hsa:8867,2
hsa:2983,66
hsa:912,37
cpd:C00471,85
hsa:54,51
hsa:2058,80
hsa:30001,10
hsa:9322,72
path:hsa00790,28
hsa:1786,72
hsa:2554,41
hsa:2625,22
path:hsa00650,42
hsa:51547,19
hsa:412,20
hsa:3977,56
hsa:1395,17
hsa:5042,67
hsa:5888,72
hsa:8091,80
hsa:10912,43
cpd:C21642,39
hsa:83756,87
hsa:406935,15
hsa:11331,15
hsa:63923,72
hsa:11149,52
hsa:4068,20
hsa:1143,51
hsa:155,87
hsa:2535,71
hsa:10746,30
hsa:23547,76
hsa:11285,76
hsa:9311,34
hsa:3397,9
hsa:79888,55
hsa:4702,56
hsa:3304,56
hsa:51606,14
hsa:7030,71
hsa:10938,58
hsa:122622,54
hsa:51412,16
hsa:6392,16
hsa:11320,41
hsa:2013,22
hsa:8526,76
hsa:90952,5
hsa:7252,88
hsa:7122,82
hsa:6655,0
hsa:2027,31
hsa:1045,1
hsa:11035,41
hsa:79735,17
hsa:122970,47
hsa:25805,35
hsa:158835,8
hsa:182,78
hsa:5499,23
hsa:7533,74
hsa:978,17
hsa:5603,10
hsa:7421,34
hsa:1917,37
hsa:4635,1
hsa:3773,1
hsa:4322,62
hsa:5617,10
hsa:441273,74
hsa:94274,30
hsa:714,1
hsa:134,1
hsa:64321,23
hsa:3375,48
hsa:996,56
hsa:5596,39
hsa:3329,36
hsa:50617,53
hsa:8140,41
path:hsa00051,55
hsa:26260,50
hsa:5471,1
hsa:55500,30
hsa:10135,72
hsa:81027,16
hsa:6667,35
hsa:8862,72
hsa:6829,28
hsa:200576,76
hsa:100302238,12
hsa:11184,14
hsa:79094,64
hsa:482,0
hsa:5532,54
hsa:7074,76
hsa:518,76
hsa:79993,34
hsa:51206,5
hsa:1137,2
hsa:5534,89
hsa:7535,52
hsa:84812,2
hsa:5770,79
hsa:7481,41
hsa:3452,24
cpd:C00159,88
cpd:C00665,8
hsa:26003,22
hsa:1978,51
hsa:10038,39
hsa:406913,7
hsa:3398,15
hsa:2916,91
hsa:100130933,17
hsa:2213,56
hsa:11069,81
hsa:369,54
hsa:3030,72
hsa:4082,16
hsa:11345,15
hsa:2538,22
hsa:3447,76
hsa:9722,16
hsa:1030,80
hsa:27010,9
hsa:7222,88
hsa:712,2
cpd:C00039,11
hsa:5033,85
hsa:4973,74
dr:D01161,79
hsa:350,54
hsa:5136,4
hsa:84532,84
hsa:1286,39
hsa:4050,45
hsa:623,35
hsa:441024,4
hsa:3799,53
hsa:51067,23
hsa:7494,82
hsa:407029,2
hsa:100532731,53
cpd:C00095,65
hsa:2954,2
hsa:353500,3
hsa:128866,32
hsa:84197,76
hsa:5176,76
hsa:9618,7
hsa:9200,32
hsa:644672,34
hsa:8324,1
hsa:7469,1
hsa:5934,4
hsa:4908,64
hsa:55626,39
hsa:5623,23
hsa:9331,51
hsa:79784,43
hsa:57153,45
hsa:6794,67
hsa:47,87
hsa:1234,87
hsa:3816,64
hsa:27102,87
hsa:150,78
hsa:23475,18
hsa:10381,85
hsa:3636,39
hsa:5518,88
hsa:1604,6
hsa:1285,5
hsa:9514,88
hsa:5700,1
hsa:656,23
hsa:22943,24
hsa:3428,88
hsa:8358,64
hsa:4074,71
hsa:948,72
hsa:9437,2
hsa:693187,63
hsa:1434,74
hsa:53630,7
cpd:C11378,74
hsa:11211,37
hsa:2953,37
hsa:85409,51
hsa:56001,2
hsa:5119,81
hsa:83439,43
hsa:1902,80
cpd:C00704,76
hsa:8908,5
hsa:2950,34
hsa:2152,47
hsa:56267,20
hsa:92935,39
hsa:11332,7
hsa:3806,17
hsa:84892,5
hsa:3802,11
hsa:5568,45
hsa:1543,46
hsa:10235,46
hsa:8600,88
hsa:8776,87
hsa:4508,41
hsa:4085,71
hsa:8036,62
hsa:7923,30
hsa:84876,24
hsa:407033,61
hsa:114112,74
hsa:100996746,74
hsa:6546,1
hsa:7915,1
hsa:4494,1
hsa:55326,24
hsa:2327,41
hsa:5053,39
hsa:10133,11
hsa:1969,45
hsa:5608,34
hsa:1839,53
hsa:1594,78
hsa:823,72
hsa:51735,54
hsa:6652,71
hsa:5289,88
hsa:7060,51
hsa:9776,24
path:hsa00430,24
path:hsa00561,54
hsa:2531,23
cpd:C22531,4
hsa:3984,37
hsa:4731,87
hsa:1850,8
hsa:27231,51
hsa:799,63
hsa:3556,64
hsa:4710,72
hsa:2114,74
hsa:406955,66
hsa:80017,3
hsa:5597,53
hsa:10978,22
hsa:6401,88
hsa:406901,1
hsa:23683,1
hsa:471,66
hsa:1071,50
hsa:240,54
hsa:93432,76
hsa:57144,22
hsa:5173,17
hsa:22916,79
hsa:4298,34
hsa:8322,53
hsa:9388,86
hsa:6249,86
hsa:2525,55
hsa:51135,30
hsa:285,41
hsa:846,76
hsa:10554,72
hsa:4714,1
hsa:2212,22
hsa:57704,46
hsa:55361,41
hsa:3127,37
hsa:4838,7
hsa:2879,34
hsa:1558,72
hsa:81537,70
hsa:10908,87
cpd:C00062,32
hsa:51426,64
hsa:9568,64
hsa:2160,64
hsa:135,72
hsa:10673,58
hsa:100302282,86
hsa:63976,53
hsa:6648,88
hsa:9815,74
hsa:3710,74
hsa:4636,62
hsa:8823,24
hsa:10314,62
hsa:1793,89
hsa:7791,16
hsa:3976,43
hsa:3176,58
hsa:1036,34
hsa:57571,54
hsa:64422,38
hsa:8707,39
hsa:6609,86
hsa:2357,49
hsa:113612,49
hsa:2263,51
hsa:2787,87
hsa:2597,88
hsa:10928,85
hsa:5208,2
hsa:50846,72
hsa:5111,14
hsa:2208,72
hsa:406992,30
hsa:122481,36
hsa:6610,24
hsa:9076,9
hsa:10616,1
cpd:C21479,72
hsa:9140,37
hsa:23207,6
hsa:3032,2
cpd:C19317,51
hsa:3357,76
hsa:7841,88
hsa:57506,23
hsa:25978,91
hsa:113146,82
hsa:58538,64
hsa:79611,74
hsa:57580,45
hsa:56623,74
hsa:3446,43
hsa:4659,29
hsa:5582,29
path:hsa00670,32
hsa:353376,36
hsa:5331,76
hsa:22863,53
hsa:23604,20
hsa:6367,80
hsa:586,56
hsa:25898,20
hsa:7188,15
hsa:122618,5
hsa:2012,87
hsa:51552,87
hsa:8660,23
hsa:59343,31
hsa:54106,17
hsa:920,28
cpd:C03917,53
hsa:229,72
hsa:6584,78
hsa:64834,9
hsa:8396,7
hsa:1040,51
hsa:8323,30
hsa:6775,76
hsa:5625,87
hsa:112,54
hsa:9540,12
hsa:2925,71
hsa:23370,51
hsa:201254,20
hsa:81624,79
hsa:6483,30
hsa:11185,1
hsa:2770,22
hsa:51733,87
cpd:C11472,54
hsa:3417,30
hsa:5160,71
hsa:5338,54
hsa:8440,1
hsa:30833,28
hsa:5158,28
hsa:2939,17
hsa:3383,28
hsa:10842,44
hsa:8835,20
hsa:123720,7
hsa:5524,7
hsa:90865,74
hsa:340485,74
hsa:406917,39
hsa:230,40
hsa:11186,40
hsa:7704,42
hsa:91012,45
hsa:3419,35
hsa:205,71
hsa:6376,15
hsa:1798,91
hsa:5340,7
hsa:9114,1
hsa:340156,39
hsa:2774,51
hsa:7786,30
hsa:5972,56
hsa:4089,74
hsa:51540,87
hsa:468,28
hsa:839,27
hsa:4490,51
hsa:6870,16
hsa:22877,6
hsa:10229,30
hsa:5163,17
hsa:26271,33
hsa:4717,43
hsa:8528,5
hsa:151,15
hsa:389541,24
hsa:130013,72
hsa:51084,39
hsa:57697,88
hsa:28,87
hsa:84552,76
hsa:22841,65
hsa:5414,48
hsa:3996,46
hsa:3250,7
hsa:387332,53
hsa:187,18
hsa:10331,75
hsa:406984,72
hsa:816,24
hsa:8315,5
hsa:9479,2
hsa:7108,31
hsa:2329,37
hsa:8649,7
hsa:6041,41
hsa:4440,78
hsa:2260,71
cpd:C00083,46
hsa:1945,54
hsa:51805,32
hsa:8795,30
hsa:8659,41
hsa:162466,87
hsa:4338,56
hsa:91807,56
hsa:143,20
hsa:285242,30
hsa:8612,42
hsa:6373,66
hsa:4878,51
hsa:10538,5
hsa:595,30
hsa:927,41
cpd:C00639,19
hsa:7272,32
hsa:3444,6
hsa:100528032,72
hsa:54979,39
hsa:1284,50
hsa:257202,2
cpd:C14769,63
hsa:2135,23
hsa:388333,88
hsa:594,88
hsa:838,72
hsa:7477,17
hsa:116443,4
hsa:5605,51
hsa:1001,7
hsa:715,46
hsa:102724594,88
cpd:C00043,28
hsa:54578,48
hsa:1128,71
hsa:4207,5
cpd:C11221,5
hsa:6423,70
hsa:10766,71
hsa:64577,33
hsa:509,7
path:hsa00510,1
hsa:1559,62
hsa:3627,15
hsa:25939,52
hsa:4707,72
hsa:2566,88
hsa:23545,32
hsa:645745,34
hsa:833,41
hsa:8110,54
hsa:23705,91
hsa:2944,53
hsa:5801,38
hsa:3732,16
hsa:57505,76
hsa:9551,78
hsa:785,72
hsa:2941,27
hsa:6500,64
hsa:1453,78
hsa:84618,41
hsa:2820,42
hsa:51655,71
hsa:599,56
hsa:117157,76
cpd:C19190,76
hsa:25828,22
hsa:6531,79
hsa:9770,39
hsa:6241,7
hsa:3633,20
hsa:127124,24
hsa:514,17
hsa:25759,51
hsa:4282,5
hsa:2308,45
hsa:2805,64
hsa:8879,5
hsa:10580,39
hsa:10993,40
hsa:4953,20
hsa:5906,20
hsa:9101,76
hsa:406903,80
hsa:10163,79
hsa:255022,80
hsa:3945,56
cpd:C13856,82
hsa:9997,60
hsa:7337,60
hsa:43,51
hsa:1000,88
hsa:653604,4
hsa:7296,46
hsa:200909,39
hsa:116285,56
cpd:C05466,45
hsa:4129,30
hsa:5423,72
hsa:729230,54
hsa:5599,23
hsa:2316,71
hsa:10413,71
hsa:50940,27
hsa:3479,7
hsa:8869,23
hsa:728343,77
hsa:92610,60
hsa:2081,6
hsa:8434,7
hsa:79792,88
hsa:9525,74
hsa:5607,51
hsa:3115,86
hsa:4677,88
hsa:5933,7
hsa:5781,51
hsa:5641,72
hsa:93100,5
hsa:1950,2
hsa:2209,72
hsa:10641,17
hsa:6354,17
hsa:145482,41
hsa:8309,87
hsa:4723,41
path:hsa00380,35
hsa:9217,51
hsa:6369,41
hsa:4881,23
hsa:51433,77
hsa:9524,35
hsa:7084,88
hsa:1609,36
hsa:10690,80
hsa:2632,37
hsa:5740,30
hsa:1553,74
hsa:55540,32
hsa:7294,89
hsa:119391,7
hsa:27115,32
hsa:10096,41
cpd:C15848,75
hsa:151056,14
hsa:55331,32
hsa:3988,58
hsa:3108,4
hsa:6310,67
hsa:729020,60
hsa:10393,19
hsa:7314,72
hsa:5294,88
hsa:6351,88
hsa:443,87
hsa:60401,28
hsa:6929,69
hsa:3910,7
hsa:84612,14
hsa:183,10
hsa:1032,56
hsa:4051,23
hsa:1607,64
hsa:6646,20
hsa:5165,71
hsa:5921,45
hsa:1943,56
cpd:C22542,42
hsa:3709,65
hsa:80336,71
hsa:675,66
hsa:55114,7
hsa:1237,42
hsa:624,53
hsa:7384,64
cpd:C05956,78
hsa:199746,71
hsa:2891,71
hsa:89853,23
hsa:22926,2
hsa:2064,53
hsa:10201,51
hsa:23411,32
hsa:57180,77
hsa:8431,84
hsa:9002,39
hsa:3558,86
cpd:C21014,22
cpd:C04742,68
hsa:929,41
hsa:4043,50
hsa:5569,18
hsa:3685,3
hsa:5986,39
hsa:6723,50
hsa:6197,42
hsa:9021,0
hsa:64682,12
hsa:152404,39
hsa:6897,76
hsa:394,51
cpd:C00735,65
hsa:491,53
hsa:952,53
hsa:6362,33
hsa:6720,88
hsa:4690,73
hsa:5728,79
hsa:10392,5
hsa:54658,28
hsa:1718,36
hsa:23401,35
hsa:5335,65
hsa:51129,2
hsa:4616,87
hsa:657,23
hsa:407025,53
hsa:55862,54
hsa:54583,39
hsa:100507436,41
cpd:C00518,7
hsa:8352,40
hsa:2645,74
hsa:9453,35
hsa:1359,41
hsa:2629,81
hsa:5577,81
hsa:3949,72
hsa:79065,70
hsa:4205,20
hsa:1287,76
hsa:7381,74
hsa:55879,11
hsa:2893,54
hsa:22802,41
hsa:406911,10
hsa:973,62
hsa:79924,1
hsa:2875,74
hsa:1386,15
hsa:29850,21
hsa:5732,50
cpd:C00123,54
hsa:6259,5
hsa:10891,42
hsa:7100,54
hsa:6262,15
hsa:1268,12
hsa:10800,72
hsa:195814,15
hsa:129642,2
hsa:3690,10
hsa:339745,89
hsa:28956,51
hsa:107181291,64
hsa:29775,70
hsa:407021,23
hsa:3714,41
hsa:130367,78
hsa:442900,2
hsa:8439,51
hsa:778,33
hsa:23179,20
hsa:29119,23
hsa:57552,35
hsa:406918,5
hsa:23405,5
hsa:9294,49
hsa:1513,72
hsa:22821,72
hsa:57733,88
hsa:2880,46
path:map00073,23
hsa:494143,49
hsa:10715,58
hsa:64145,39
hsa:39,54
hsa:54659,23
hsa:4485,87
hsa:6261,9
hsa:4121,53
hsa:137362,76
hsa:3371,51
hsa:9791,33
hsa:26301,64
hsa:7482,56
path:hsa00062,19
hsa:7372,41
hsa:5467,38
hsa:89801,41
hsa:3937,34
hsa:7306,42
hsa:3454,1
cpd:C21011,15
hsa:126969,7
hsa:4700,17
hsa:672,72
hsa:5210,7
hsa:7004,67
hsa:5166,71
hsa:6892,84
hsa:6360,74
hsa:820,60
hsa:254531,12
hsa:4830,20
hsa:100505767,43
hsa:7035,20
hsa:10161,4
hsa:7124,54
hsa:782,40
hsa:7114,51
hsa:132430,9
hsa:115209,5
hsa:23586,73
hsa:6296,64
hsa:2147,70
hsa:50507,88
hsa:1054,17
hsa:102723475,66
hsa:185,6
hsa:11317,71
hsa:9218,15
hsa:2205,78
hsa:2720,33
hsa:23562,70
path:hsa00071,7
hsa:5161,79
hsa:51816,74
hsa:4193,56
hsa:2890,41
hsa:2588,20
hsa:2913,20
hsa:25851,51
hsa:6713,23
hsa:129807,80
hsa:6280,50
hsa:51429,40
hsa:521,39
hsa:4077,10
hsa:59284,71
hsa:3292,30
hsa:127550,87
hsa:55578,87
cpd:C00780,24
hsa:11313,51
hsa:1456,32
hsa:6357,58
hsa:3631,34
hsa:648,16
hsa:9073,41
hsa:338339,77
hsa:407049,24
hsa:3827,14
hsa:3645,74
hsa:9759,7
hsa:5586,39
hsa:5535,88
path:hsa00240,28
cpd:C14767,27
hsa:6654,53
hsa:970,34
hsa:864,36
hsa:253314,14
hsa:64065,12
hsa:387778,51
hsa:6541,53
hsa:90,35
hsa:7454,50
hsa:6337,6
hsa:8793,71
hsa:18,86
hsa:4638,86
hsa:163688,71
hsa:6715,71
hsa:5169,74
hsa:8797,7
hsa:2940,55
hsa:8722,88
hsa:63970,64
hsa:644150,34
hsa:26100,39
hsa:29760,17
hsa:587,20
hsa:4489,36
cpd:C11310,39
hsa:3708,33
hsa:5917,49
hsa:10018,76
path:hsa00563,56
hsa:55740,30
hsa:3421,39
hsa:1026,2
hsa:6355,54
hsa:11052,83
hsa:1588,2
hsa:91442,73
hsa:9547,29
hsa:2214,24
hsa:9249,87
hsa:10606,51
hsa:392517,71
hsa:60673,56
hsa:124583,67
hsa:2530,12
hsa:22800,5
hsa:10733,78
hsa:10195,5
hsa:925,2
hsa:7979,5
cpd:C14819,28
hsa:2323,19
hsa:3373,71
hsa:51703,77
hsa:1856,56
hsa:533,41
cpd:C03378,24
hsa:94030,22
hsa:84890,39
hsa:10632,58
hsa:28514,9
hsa:10855,54
hsa:10627,10
hsa:50616,17
hsa:8694,71
hsa:114,30
hsa:7137,82
hsa:6470,88
hsa:53842,41
hsa:140609,60
hsa:51292,60
hsa:1565,5
hsa:1855,41
hsa:91782,32
hsa:64840,71
hsa:112483,56
hsa:442902,28
hsa:2245,53
hsa:2737,77
hsa:9215,72
hsa:10846,72
hsa:9033,51
hsa:5805,36
hsa:10318,11
hsa:1025,35
hsa:1431,3
hsa:131873,51
hsa:1298,23
hsa:246184,14
hsa:5336,60
hsa:79944,60
hsa:118471,72
hsa:79071,16
hsa:221264,53
hsa:5273,56
hsa:103910,58
hsa:721,7
hsa:7161,23
hsa:4907,64
