Gene,Cluster
hsa:64077,65
hsa:251,77
hsa:8650,77
hsa:65220,58
hsa:3146,87
hsa:5313,77
hsa:25920,81
hsa:23002,75
hsa:2358,32
hsa:4712,56
hsa:958,29
hsa:2359,5
hsa:406959,49
hsa:727,80
hsa:8824,72
hsa:3082,73
hsa:7253,77
hsa:6677,76
hsa:3064,87
hsa:653361,3
hsa:8355,29
hsa:55753,86
cpd:C00427,87
hsa:3695,87
hsa:340529,77
hsa:7479,87
hsa:8772,87
hsa:1630,5
hsa:7709,87
hsa:4363,42
hsa:388,87
hsa:959,87
hsa:250,56
cpd:C00873,68
hsa:5150,49
hsa:4583,87
hsa:1910,77
cpd:C14748,29
hsa:153129,5
cpd:C00306,87
hsa:800,1
hsa:260434,49
hsa:4067,77
hsa:84133,29
hsa:31,42
hsa:147495,29
hsa:4771,50
hsa:8527,73
hsa:4353,49
hsa:406915,5
hsa:51102,77
hsa:2992,87
hsa:575,77
hsa:83692,68
hsa:1230,87
hsa:148022,87
hsa:84693,28
hsa:405,27
hsa:3601,28
hsa:1675,77
hsa:6352,83
hsa:10093,59
hsa:27072,49
hsa:2185,77
hsa:6571,65
hsa:10335,87
hsa:5783,29
hsa:1514,29
hsa:55733,6
hsa:857,87
hsa:339221,77
hsa:5859,1
hsa:2570,49
hsa:10369,77
hsa:6331,77
hsa:54498,3
hsa:2889,87
hsa:55233,29
hsa:2317,87
hsa:6330,5
hsa:5269,5
hsa:5588,29
hsa:8986,87
hsa:4046,77
hsa:9378,38
hsa:53828,5
hsa:3630,13
hsa:51024,3
hsa:126792,77
hsa:3696,78
hsa:6363,3
hsa:9369,7
hsa:3777,5
hsa:24146,5
hsa:4821,5
hsa:8705,87
hsa:23175,87
hsa:221357,68
hsa:3678,71
hsa:10859,77
hsa:55823,29
hsa:8974,7
hsa:2677,89
hsa:10870,1
hsa:2736,77
hsa:330,76
hsa:10345,77
hsa:1378,86
hsa:1515,77
hsa:91662,58
hsa:8864,5
dr:D05999,87
hsa:11283,55
gl:G13064,7
hsa:29780,21
hsa:9365,13
hsa:735,5
hsa:2639,87
cpd:C00400,40
hsa:2309,86
hsa:346562,77
hsa:1739,49
hsa:8708,87
hsa:580,5
hsa:55276,5
hsa:6349,77
hsa:349565,77
hsa:2354,87
hsa:406952,77
hsa:574411,87
hsa:23556,68
hsa:7057,3
hsa:115653,29
hsa:4318,86
hsa:406950,5
hsa:2162,5
hsa:10140,87
hsa:64131,52
hsa:5789,49
hsa:9451,82
hsa:27089,77
hsa:6346,77
hsa:729920,2
hsa:284654,77
hsa:55529,5
hsa:909,86
hsa:57600,67
hsa:5730,78
hsa:8357,87
hsa:114907,60
hsa:51166,11
hsa:3920,77
hsa:3170,77
hsa:91862,83
hsa:440738,77
hsa:3291,76
hsa:3516,5
hsa:2271,5
hsa:2593,77
hsa:407041,72
hsa:3283,91
hsa:1159,89
hsa:3426,29
cpd:C02135,11
hsa:130399,77
hsa:283748,77
hsa:622,5
hsa:1647,3
hsa:375189,72
hsa:6361,77
hsa:5332,87
hsa:493,11
hsa:5923,77
hsa:3425,77
hsa:1380,77
hsa:57171,5
hsa:9069,5
hsa:836,5
hsa:6714,39
hsa:11041,5
hsa:11197,87
hsa:344,5
hsa:50808,77
hsa:51004,29
hsa:27040,87
hsa:6778,77
hsa:10663,58
hsa:11027,5
hsa:9107,5
hsa:35,73
hsa:23439,87
hsa:406943,1
hsa:242,87
hsa:3443,77
hsa:1537,49
hsa:374,87
hsa:3308,2
hsa:407051,5
hsa:3815,77
hsa:10105,77
hsa:3039,3
hsa:388585,29
hsa:57521,1
hsa:11277,77
hsa:1540,77
hsa:9675,77
hsa:3624,77
hsa:1496,7
hsa:2252,77
hsa:3105,60
hsa:112574,60
hsa:4852,77
hsa:3554,77
hsa:29883,42
hsa:3549,88
hsa:131,11
hsa:4218,29
gl:G10505,49
hsa:9223,29
path:map00940,87
cpd:C04549,49
cpd:C12271,29
hsa:4725,29
hsa:102723796,54
hsa:3351,49
hsa:6448,49
hsa:406957,71
hsa:5371,87
hsa:10474,43
hsa:5959,77
hsa:10818,3
hsa:9048,87
hsa:54938,89
hsa:4544,78
hsa:5502,29
hsa:8877,87
hsa:51109,67
hsa:2785,77
hsa:51091,77
hsa:2719,73
hsa:353514,49
hsa:1021,29
cpd:C00925,87
cpd:C14701,82
cpd:C11695,87
hsa:85414,77
hsa:774,29
hsa:10810,91
hsa:4023,21
hsa:2791,49
hsa:1131,78
dr:D02271,27
hsa:27134,87
hsa:5305,11
hsa:80854,68
hsa:6195,91
hsa:1288,3
hsa:4257,67
hsa:6772,77
hsa:23220,69
hsa:27141,87
hsa:1399,87
hsa:5649,87
hsa:3803,87
hsa:384,79
hsa:8613,3
hsa:2034,86
hsa:4495,5
hsa:2822,77
hsa:4801,3
hsa:9296,77
hsa:11024,5
hsa:9252,87
hsa:30815,29
hsa:102723407,29
hsa:406884,29
hsa:406890,77
hsa:29880,76
hsa:7409,56
hsa:1520,29
hsa:63826,87
hsa:2821,87
hsa:6657,84
hsa:729597,1
hsa:1455,29
hsa:7317,77
hsa:4668,87
hsa:131405,75
hsa:80270,77
hsa:377841,21
hsa:80223,76
hsa:867,91
hsa:50487,3
hsa:107987478,77
hsa:22808,29
hsa:55034,3
hsa:3675,86
hsa:51100,1
hsa:6258,3
hsa:149233,29
hsa:79001,77
hsa:55616,5
hsa:6348,72
hsa:9663,77
hsa:55014,3
hsa:23049,5
path:hsa00020,18
hsa:3134,77
hsa:5528,50
hsa:3354,3
hsa:90673,77
hsa:151636,73
hsa:9636,5
hsa:51099,1
hsa:654364,49
hsa:58511,29
hsa:6999,91
hsa:3661,87
hsa:5330,87
hsa:23569,49
hsa:506,5
hsa:3725,5
hsa:55748,5
hsa:2833,87
hsa:3836,77
path:map00984,29
hsa:2947,87
hsa:85417,13
dr:D08233,33
hsa:5468,87
cpd:C01715,71
hsa:22934,3
hsa:107,61
hsa:8741,86
hsa:6387,2
hsa:85477,84
hsa:406937,13
hsa:9448,60
hsa:9181,87
hsa:5261,71
hsa:2948,87
hsa:1965,42
hsa:10039,77
hsa:346606,77
hsa:5747,87
hsa:51727,77
hsa:84189,87
hsa:4170,77
hsa:27121,77
hsa:1909,77
hsa:5864,77
hsa:123263,87
hsa:406906,77
hsa:8887,29
cpd:C15493,77
hsa:6356,8
hsa:6404,87
hsa:11337,56
cpd:C09155,77
hsa:2906,76
hsa:6722,29
hsa:8639,5
hsa:574493,29
hsa:22854,87
dr:D00110,87
hsa:4316,87
hsa:5898,88
hsa:83737,77
hsa:1293,75
hsa:6865,5
hsa:873,77
hsa:6934,77
cpd:C22547,67
hsa:10094,58
hsa:63924,87
hsa:1959,5
hsa:5817,5
hsa:5837,29
hsa:10243,29
hsa:2559,3
path:hsa00591,87
hsa:9184,29
hsa:6494,5
hsa:9414,29
hsa:2516,77
hsa:1051,1
hsa:57016,77
hsa:5260,49
hsa:54657,29
hsa:93978,73
hsa:316,77
hsa:6945,77
hsa:3294,29
hsa:2872,77
hsa:5027,77
hsa:8531,49
hsa:3672,29
hsa:359,77
hsa:8630,83
hsa:2583,87
hsa:3811,32
hsa:6347,77
path:hsa00785,49
hsa:6342,77
hsa:2712,73
cpd:C06124,84
hsa:9344,13
hsa:1584,77
hsa:6514,7
hsa:6272,5
hsa:26873,87
hsa:5737,77
cpd:C00212,87
gl:G13115,5
hsa:5265,77
hsa:6614,29
hsa:10651,77
hsa:84445,87
hsa:4300,77
hsa:9261,78
hsa:4735,86
path:hsa00360,29
hsa:1564,5
hsa:9054,29
hsa:1521,81
hsa:30009,8
hsa:2222,77
hsa:2628,57
hsa:1848,52
hsa:5565,69
hsa:10023,64
hsa:55914,5
hsa:26086,45
hsa:2819,87
hsa:133,5
hsa:56034,40
hsa:6010,56
hsa:10841,77
hsa:84513,87
hsa:5469,14
hsa:9843,87
hsa:916,91
hsa:3689,22
hsa:83593,22
hsa:79837,91
hsa:2852,29
path:hsa00562,22
hsa:8228,56
hsa:1392,83
hsa:817,1
hsa:3674,77
hsa:197322,77
hsa:23057,74
hsa:2557,29
hsa:9611,69
hsa:220441,87
hsa:2155,49
hsa:1915,87
hsa:5970,84
hsa:965,77
hsa:1281,13
hsa:51056,40
hsa:4790,1
hsa:8608,5
hsa:6696,77
hsa:10390,71
hsa:55224,39
hsa:79816,19
hsa:8325,87
hsa:5138,71
cpd:C01194,1
cpd:C00334,2
hsa:406885,84
hsa:84749,1
hsa:3953,77
hsa:343637,87
hsa:79796,78
cpd:C02165,87
hsa:5226,49
hsa:23493,29
hsa:64132,5
hsa:406905,28
hsa:259307,1
hsa:9456,77
hsa:100532726,5
hsa:10890,7
cpd:C00338,77
hsa:6582,87
hsa:128239,81
hsa:192111,1
hsa:7037,1
hsa:2734,29
hsa:8651,87
hsa:7277,87
hsa:23007,72
hsa:2151,87
hsa:9700,29
hsa:2266,75
hsa:2904,77
hsa:5900,87
hsa:231,22
hsa:4685,87
hsa:8836,5
hsa:27130,87
hsa:79869,87
hsa:22798,87
hsa:3593,87
hsa:124975,86
hsa:7378,56
hsa:2527,84
hsa:25,5
hsa:56246,56
hsa:2246,2
hsa:64798,56
hsa:79923,76
hsa:11051,77
hsa:219,29
hsa:23765,87
hsa:5130,77
cpd:C22545,71
hsa:51284,21
hsa:6598,49
hsa:23432,78
hsa:4708,78
hsa:407035,87
hsa:6788,49
hsa:37,77
hsa:6601,5
hsa:123745,86
hsa:3596,49
hsa:51434,77
hsa:5346,77
hsa:7046,49
hsa:51347,29
hsa:7408,5
hsa:1785,77
hsa:2548,91
hsa:92421,86
hsa:4701,49
hsa:64900,77
hsa:6718,5
hsa:34,88
hsa:1272,9
hsa:3059,67
hsa:1149,77
hsa:7158,77
path:hsa00860,77
hsa:5187,87
hsa:7473,29
hsa:4088,77
hsa:150763,89
hsa:720,5
hsa:4325,29
hsa:9177,1
hsa:9314,87
hsa:30845,57
hsa:50632,5
hsa:3614,13
hsa:374291,5
hsa:3594,77
hsa:5320,77
hsa:5224,87
hsa:55503,77
hsa:4277,35
hsa:140775,77
hsa:6477,82
hsa:54576,3
hsa:374659,1
hsa:23500,87
hsa:3458,55
hsa:1109,5
hsa:65985,5
hsa:3615,87
hsa:53637,87
hsa:4287,5
hsa:30814,52
hsa:570,3
hsa:1729,87
hsa:27436,70
hsa:159,29
hsa:64805,3
hsa:8061,49
hsa:5319,91
hsa:7139,77
hsa:407055,77
hsa:9958,29
hsa:7172,87
hsa:1892,87
hsa:102723555,86
hsa:22949,87
hsa:8569,87
hsa:3310,77
hsa:3269,29
hsa:2567,77
hsa:5148,58
hsa:23643,49
hsa:57826,77
hsa:2264,77
hsa:6257,77
hsa:10400,67
hsa:341,77
hsa:10585,87
hsa:779,5
hsa:406893,13
hsa:54413,3
hsa:640,84
hsa:2987,87
cpd:C00038,5
hsa:4509,77
hsa:821,76
cpd:C00187,87
hsa:8654,87
hsa:5901,28
hsa:93408,91
hsa:335,77
cpd:C07653,11
hsa:56052,87
hsa:1003,60
hsa:3350,77
cpd:C00008,5
hsa:7419,5
hsa:331,77
hsa:399694,86
hsa:5530,77
hsa:5058,81
hsa:9658,86
hsa:7371,3
hsa:25961,22
hsa:2984,49
hsa:5957,8
hsa:57502,77
hsa:1582,77
hsa:4306,77
hsa:8626,87
hsa:10652,87
path:hsa00140,5
hsa:5140,77
hsa:478,49
hsa:4897,5
hsa:100,28
hsa:1583,1
hsa:406892,30
hsa:1292,30
hsa:793,77
hsa:57551,88
hsa:9267,84
cpd:C22546,87
hsa:2885,5
hsa:10111,77
hsa:5610,1
hsa:1511,83
hsa:54898,29
hsa:6422,5
hsa:4519,24
hsa:1441,77
hsa:8789,69
hsa:574537,87
hsa:6318,77
hsa:3442,29
hsa:54539,1
hsa:1435,87
hsa:4729,5
hsa:3772,77
hsa:57132,5
hsa:718,5
hsa:1233,57
hsa:597,77
hsa:1236,87
hsa:3486,76
hsa:55062,29
cpd:C01673,29
hsa:5527,29
hsa:33,41
hsa:124540,73
hsa:8399,29
hsa:983,77
hsa:4669,49
hsa:383,29
hsa:2134,5
hsa:196051,65
path:hsa00640,5
hsa:113130,87
hsa:5270,77
hsa:7358,79
hsa:27180,76
hsa:10667,31
hsa:15,29
cpd:C06866,29
hsa:57448,87
cpd:C00165,77
hsa:900,77
hsa:901,49
hsa:966,29
hsa:257364,77
hsa:5533,77
hsa:4122,49
hsa:8277,23
hsa:525,28
hsa:6809,77
hsa:7205,29
hsa:59345,68
hsa:1857,77
hsa:339983,76
hsa:203228,77
hsa:6901,87
hsa:147700,5
hsa:79947,31
hsa:283209,31
hsa:2146,77
hsa:3909,5
hsa:5293,23
hsa:1452,89
hsa:4301,65
path:map00627,73
hsa:2206,5
hsa:3557,77
hsa:5078,5
hsa:6821,29
hsa:6833,77
hsa:3423,87
hsa:2330,87
hsa:109,77
hsa:5021,87
hsa:10998,49
hsa:1387,77
hsa:7003,77
hsa:375,87
hsa:203068,87
hsa:5296,77
hsa:2776,77
cpd:C14770,85
hsa:10352,67
hsa:2786,23
hsa:5522,29
hsa:5579,49
hsa:5287,87
hsa:9447,3
path:map00908,77
path:hsa00053,77
hsa:387712,5
hsa:3363,87
hsa:5962,87
hsa:144811,91
hsa:3172,77
hsa:10,87
hsa:5137,76
hsa:2028,5
hsa:56919,5
hsa:3320,87
hsa:5408,87
hsa:218,65
hsa:5743,87
hsa:57467,3
hsa:7186,87
hsa:3563,5
hsa:8900,29
hsa:174,65
hsa:204219,77
hsa:5834,77
hsa:8976,77
hsa:6868,5
hsa:10901,3
hsa:5516,87
hsa:1814,87
hsa:4548,77
hsa:9986,87
hsa:23293,77
hsa:89849,67
hsa:6121,31
hsa:706,45
hsa:23193,30
hsa:1536,78
hsa:8740,77
hsa:650,77
hsa:4837,49
cpd:C00752,31
hsa:135250,77
hsa:222545,5
hsa:5106,1
hsa:3798,5
hsa:22908,77
hsa:1215,87
hsa:4985,49
hsa:6464,29
hsa:79369,5
hsa:8945,5
hsa:6319,77
hsa:4233,87
cpd:C01996,77
hsa:5096,84
path:hsa00350,67
hsa:10825,5
hsa:10333,5
hsa:655,78
hsa:23498,65
hsa:4313,87
hsa:163,87
path:hsa00760,86
hsa:567,5
hsa:1576,77
hsa:158067,77
hsa:8764,77
hsa:440275,77
hsa:843,87
hsa:4258,5
hsa:1827,28
hsa:329,3
hsa:7295,87
hsa:100137049,87
hsa:5538,77
hsa:3717,77
hsa:117283,77
hsa:2561,87
hsa:719,87
hsa:112849,86
hsa:84952,87
hsa:23474,87
hsa:3251,77
hsa:1211,77
hsa:9334,87
hsa:407040,77
hsa:64393,77
hsa:4893,77
hsa:1002,36
hsa:253959,5
hsa:8493,87
hsa:79587,77
hsa:6608,76
hsa:1977,5
hsa:713,77
hsa:55004,87
hsa:80736,29
hsa:100526739,5
hsa:5023,5
hsa:118672,87
hsa:245972,13
hsa:9706,77
hsa:4633,5
hsa:84219,77
hsa:7484,8
hsa:22987,87
hsa:1376,87
hsa:116255,5
hsa:2324,77
hsa:2017,77
hsa:5151,29
hsa:64135,77
hsa:53918,77
hsa:4734,77
hsa:6390,87
hsa:102725035,5
hsa:5576,87
hsa:2892,22
hsa:9550,5
hsa:2683,5
hsa:5149,78
hsa:257397,1
hsa:4689,1
hsa:487,87
hsa:7019,77
hsa:4501,77
hsa:107987479,67
hsa:51548,29
hsa:4697,87
hsa:5092,50
path:hsa00410,71
hsa:11335,71
hsa:898,87
hsa:3705,29
hsa:50700,77
hsa:972,77
hsa:113675,77
hsa:5167,43
hsa:27349,29
hsa:3575,87
hsa:10329,87
hsa:2207,41
hsa:80222,5
hsa:7531,5
hsa:6402,5
hsa:406882,5
hsa:23381,60
hsa:4242,29
hsa:126328,29
hsa:146850,59
hsa:5563,80
hsa:957,87
hsa:5236,5
hsa:79178,36
hsa:367,59
path:hsa00630,29
hsa:23513,62
hsa:7054,77
hsa:9519,31
hsa:8803,5
hsa:435,72
hsa:4194,71
hsa:140886,87
hsa:50937,5
hsa:9379,69
hsa:10990,5
hsa:259230,71
hsa:249,87
cpd:C00155,5
hsa:3559,29
hsa:488,5
hsa:57038,29
hsa:153562,29
hsa:5880,49
hsa:486,91
hsa:3728,49
cpd:C00698,49
hsa:4802,49
hsa:414062,13
hsa:53349,5
hsa:54567,77
hsa:9971,91
hsa:1017,5
hsa:2555,29
hsa:8807,29
hsa:4208,87
hsa:9342,87
hsa:2224,87
hsa:5255,77
hsa:2868,86
hsa:7318,87
hsa:1581,49
hsa:255738,77
hsa:9088,28
hsa:9074,87
hsa:2319,87
hsa:6340,82
hsa:51144,77
hsa:7078,29
hsa:23216,87
hsa:3339,49
cpd:C00808,77
hsa:2784,87
hsa:84254,77
cpd:C21013,65
hsa:10267,77
hsa:5481,29
hsa:3460,87
cpd:C12083,87
hsa:9844,5
hsa:4493,43
hsa:55699,5
hsa:27183,29
hsa:29109,87
hsa:4671,3
hsa:19,31
hsa:100506013,77
hsa:7132,5
hsa:407043,29
hsa:6927,49
hsa:221178,1
hsa:406971,87
hsa:5878,29
hsa:5869,87
hsa:862,29
cpd:C02198,49
hsa:1946,77
hsa:786,87
hsa:5584,29
hsa:27190,69
hsa:6844,87
hsa:930,77
hsa:2346,29
hsa:407007,49
hsa:4794,87
hsa:53358,76
hsa:1649,49
hsa:29761,22
hsa:51512,87
hsa:5094,22
hsa:84647,1
hsa:253782,29
hsa:9064,77
hsa:7291,77
hsa:4536,23
hsa:126374,3
hsa:3916,65
hsa:7058,87
hsa:3603,77
hsa:4259,77
hsa:8871,87
hsa:112398,87
hsa:1365,5
hsa:83440,5
hsa:26285,77
hsa:9992,77
hsa:4049,77
cpd:C00533,73
hsa:3445,1
hsa:5526,86
hsa:3034,86
hsa:411,77
cpd:C01227,78
hsa:50848,73
hsa:1605,5
hsa:8837,77
hsa:6482,38
hsa:56000,29
hsa:9370,77
hsa:10203,86
hsa:79644,29
hsa:2878,77
hsa:7476,76
hsa:8516,87
hsa:8405,77
path:hsa00400,13
hsa:317,5
hsa:10801,29
hsa:10670,29
hsa:910,83
hsa:1600,3
hsa:6709,32
hsa:5407,87
hsa:8398,1
hsa:8792,13
hsa:56894,49
hsa:3606,87
hsa:342371,5
hsa:11346,77
hsa:406988,49
hsa:2563,87
hsa:51601,77
cpd:C00003,72
hsa:9842,91
hsa:4880,49
hsa:10268,87
hsa:2159,1
hsa:81616,86
hsa:3422,77
hsa:5925,84
hsa:64902,5
hsa:7097,83
hsa:151531,77
hsa:23265,87
hsa:8515,29
hsa:6935,87
hsa:9564,76
hsa:1075,76
hsa:64506,65
hsa:5162,29
hsa:3810,3
hsa:79443,29
hsa:3955,87
hsa:8312,86
hsa:4158,44
hsa:112817,5
hsa:84335,5
hsa:9134,29
hsa:153090,29
hsa:22914,91
hsa:84870,49
hsa:7936,83
hsa:498,77
hsa:2356,77
hsa:100528021,72
hsa:9108,87
hsa:8766,41
path:map00950,77
hsa:10681,77
hsa:1132,85
hsa:8218,77
cpd:C21641,5
hsa:5464,5
hsa:2526,87
hsa:89941,3
hsa:2255,77
hsa:131870,87
hsa:55304,77
hsa:9978,77
hsa:153,65
cpd:C00020,73
hsa:339761,77
hsa:133686,77
hsa:7529,27
path:map00906,77
hsa:4846,79
hsa:7157,83
hsa:56953,29
hsa:51776,77
hsa:406907,77
hsa:638,29
hsa:7422,29
hsa:3400,87
gl:G13113,5
hsa:92483,87
hsa:51380,29
hsa:7088,5
hsa:161,91
hsa:4522,5
hsa:204962,77
path:hsa00730,77
hsa:4634,83
hsa:5028,87
hsa:4855,87
hsa:2621,5
hsa:2,77
hsa:255967,77
path:hsa00470,87
hsa:25937,69
hsa:5500,77
path:map00121,22
cpd:C16844,29
hsa:55586,82
hsa:5164,49
hsa:406894,71
hsa:56616,77
hsa:5337,76
hsa:729438,49
hsa:6424,29
hsa:944,5
hsa:293,31
hsa:9459,71
hsa:8491,77
hsa:2695,69
hsa:7832,29
hsa:115004,5
hsa:2938,77
hsa:51343,33
hsa:5863,29
hsa:10312,77
hsa:1175,5
hsa:5030,22
hsa:2686,50
hsa:539,29
hsa:2768,5
hsa:2250,5
hsa:8761,87
hsa:65108,24
hsa:55512,77
hsa:3117,86
hsa:2568,49
hsa:23236,77
hsa:7292,3
hsa:9075,73
hsa:9475,5
hsa:5993,77
hsa:9965,49
hsa:4803,87
hsa:554213,91
hsa:55288,11
hsa:406977,5
hsa:574476,77
hsa:160287,3
hsa:29904,5
hsa:4726,91
cpd:C22533,87
hsa:79017,87
hsa:5836,87
hsa:11146,87
hsa:4478,87
hsa:51295,49
hsa:136,29
hsa:341208,48
hsa:57107,91
hsa:6518,29
hsa:5019,78
hsa:6303,87
hsa:284486,77
hsa:345456,5
hsa:2937,86
cpd:C11557,7
hsa:10558,77
hsa:6602,28
hsa:407015,67
hsa:2934,81
hsa:5595,50
hsa:54905,91
hsa:27087,78
hsa:341392,5
hsa:8706,29
hsa:64377,69
hsa:9486,5
hsa:1361,5
hsa:5409,77
hsa:64781,29
hsa:8437,52
hsa:9133,83
hsa:5297,87
hsa:1326,77
hsa:11006,87
hsa:4254,87
hsa:10728,29
hsa:9771,5
hsa:1277,77
hsa:3635,77
hsa:919,77
hsa:406902,61
path:hsa00220,35
hsa:4686,65
hsa:3760,29
hsa:345778,28
hsa:406979,64
hsa:41,13
hsa:2781,77
hsa:6547,5
hsa:5495,29
hsa:1728,5
hsa:1846,29
hsa:2254,63
hsa:253558,87
hsa:2342,86
hsa:1975,49
hsa:4267,77
hsa:2182,29
hsa:4000,5
hsa:837,87
hsa:1522,77
hsa:480,91
hsa:5478,90
hsa:9061,72
hsa:387,5
hsa:7852,5
hsa:6194,87
hsa:5979,29
hsa:135152,69
hsa:7005,77
hsa:51071,29
path:map00300,5
hsa:732,49
hsa:84867,8
hsa:4153,29
hsa:9454,5
hsa:154,1
hsa:81579,87
hsa:442903,76
hsa:91653,91
hsa:8517,87
hsa:1557,49
hsa:728,49
hsa:7465,87
hsa:2137,5
cpd:C21012,29
hsa:9681,87
hsa:125,87
hsa:4163,76
hsa:83667,77
hsa:55680,69
hsa:493911,76
hsa:145957,77
hsa:6011,5
hsa:3985,29
hsa:2523,5
hsa:3316,87
hsa:4695,29
hsa:116071,29
hsa:271,5
hsa:25906,87
hsa:5581,5
hsa:917,77
hsa:442904,29
hsa:29882,5
hsa:2746,77
hsa:10975,49
hsa:4831,77
hsa:10458,87
hsa:954,11
hsa:1742,71
hsa:8394,77
hsa:54988,13
hsa:7405,5
hsa:139760,81
cpd:C01471,89
hsa:7363,1
hsa:3360,77
hsa:407034,29
hsa:5473,1
hsa:177,29
hsa:64121,5
hsa:8417,18
hsa:891,77
hsa:6900,77
hsa:6389,5
hsa:51684,29
hsa:142827,8
hsa:58497,68
hsa:4938,29
hsa:842,3
hsa:3911,29
hsa:6611,87
hsa:285955,5
hsa:5897,77
hsa:4093,91
hsa:4524,49
hsa:3665,77
hsa:501,77
cpd:C00007,77
hsa:4709,87
hsa:55908,77
cpd:C14768,68
hsa:58494,31
hsa:284273,91
hsa:55054,77
hsa:1158,77
hsa:55163,5
hsa:2558,29
hsa:5141,77
hsa:10125,5
hsa:2326,87
hsa:406904,77
hsa:5550,77
hsa:8644,5
hsa:810,90
hsa:7052,87
hsa:6926,29
hsa:255189,29
hsa:81889,5
hsa:6256,77
hsa:11019,77
hsa:79861,77
hsa:407048,77
hsa:5156,87
hsa:86,49
hsa:4627,87
hsa:6358,87
hsa:276,87
hsa:2056,77
hsa:338324,22
hsa:5792,77
hsa:51176,77
hsa:57530,77
hsa:9113,87
hsa:84803,87
hsa:6301,75
cpd:C00575,5
hsa:4628,87
hsa:1621,84
hsa:10666,87
hsa:216,87
hsa:83998,69
hsa:10588,86
hsa:6770,87
hsa:834,87
hsa:3359,87
hsa:3156,40
hsa:8178,83
hsa:6708,49
hsa:3687,87
hsa:1299,49
hsa:79184,29
hsa:440138,29
hsa:11273,5
cpd:C00027,70
hsa:23130,29
hsa:55278,5
hsa:3662,83
hsa:79899,84
hsa:23305,29
hsa:55799,77
hsa:10568,29
hsa:4832,77
hsa:883,77
hsa:2918,29
hsa:4706,29
hsa:5333,1
hsa:4594,29
hsa:148327,87
hsa:157855,87
hsa:5095,5
path:hsa00061,29
hsa:3613,87
hsa:5256,5
hsa:2946,29
hsa:8777,84
hsa:5052,59
hsa:8743,73
hsa:113,5
hsa:55916,65
hsa:2817,87
hsa:8973,77
hsa:93643,77
hsa:347733,77
hsa:784,87
cpd:C01330,77
hsa:11164,77
cpd:C00034,86
hsa:2099,87
hsa:7850,29
hsa:9887,29
hsa:8643,86
hsa:9436,77
cpd:C00695,70
hsa:22933,90
hsa:10059,49
hsa:84631,83
hsa:3315,86
hsa:123283,29
hsa:406976,5
hsa:89869,77
hsa:4314,5
hsa:56477,81
hsa:1152,77
hsa:408,5
hsa:2678,29
hsa:170572,29
hsa:1960,87
hsa:25834,29
hsa:239,1
hsa:4538,78
cpd:C01312,77
hsa:10298,29
hsa:3355,73
hsa:80339,77
hsa:7412,5
hsa:22909,87
hsa:2529,5
hsa:51762,29
hsa:27244,5
hsa:9103,76
hsa:257194,77
hsa:526,29
hsa:55770,29
hsa:406925,91
hsa:278,29
hsa:5583,5
hsa:4715,5
hsa:54874,5
hsa:83729,76
hsa:1644,5
hsa:214,77
hsa:7042,77
cpd:C04637,5
hsa:4763,1
cpd:C02528,84
hsa:10288,77
hsa:160,87
hsa:26229,5
hsa:50484,77
cpd:C22381,78
cpd:C21790,5
hsa:10910,87
hsa:23176,31
hsa:7248,3
hsa:2775,78
hsa:6510,77
hsa:1545,77
hsa:286204,77
dr:D10803,87
hsa:4625,87
path:hsa00601,87
hsa:132014,5
hsa:2249,29
hsa:3081,32
hsa:8605,91
hsa:144165,29
hsa:3567,29
hsa:57689,1
hsa:116512,1
hsa:1938,5
hsa:23013,5
hsa:9915,29
hsa:5322,83
path:hsa00280,84
hsa:124404,71
hsa:5515,5
hsa:81494,77
hsa:28984,77
hsa:10379,87
cpd:C16845,29
hsa:6622,77
hsa:3704,87
hsa:118142757,70
hsa:1906,70
cpd:C01019,5
hsa:3973,77
hsa:4597,1
hsa:717,5
hsa:8822,5
hsa:25945,29
hsa:79168,77
hsa:84962,77
hsa:55613,77
hsa:382,77
hsa:5634,77
cpd:C09179,77
hsa:1616,5
hsa:23205,87
hsa:4773,77
hsa:2335,77
hsa:10056,77
hsa:9374,77
hsa:3119,5
hsa:275,5
hsa:407009,77
hsa:885,49
hsa:84823,87
hsa:59283,29
hsa:6311,49
hsa:729,77
cpd:C01065,87
hsa:25813,77
cpd:C00788,91
hsa:64850,91
hsa:8972,5
cpd:C00376,5
hsa:7305,77
hsa:27235,32
hsa:126129,5
hsa:7166,5
hsa:643834,49
hsa:3280,77
hsa:6688,77
hsa:4758,29
hsa:8379,5
hsa:30061,5
hsa:23770,85
hsa:9586,77
hsa:51802,87
path:hsa00750,3
hsa:3659,88
hsa:2826,77
hsa:8817,84
hsa:109703458,87
hsa:1500,77
hsa:204,5
hsa:9900,91
hsa:56998,76
hsa:10015,5
hsa:1573,3
hsa:10950,22
hsa:51421,5
hsa:2113,69
hsa:56901,77
hsa:4215,87
hsa:54205,77
hsa:22953,29
hsa:314,29
hsa:332,69
hsa:6869,77
hsa:396,77
hsa:59344,86
cpd:C22538,3
hsa:25780,84
hsa:4214,73
hsa:338707,29
hsa:7015,29
hsa:7874,69
hsa:2909,5
hsa:7942,77
hsa:57818,29
hsa:4534,77
hsa:10095,77
hsa:10317,77
hsa:6093,7
hsa:338,29
hsa:1717,81
hsa:51302,29
hsa:9265,77
hsa:55752,5
hsa:3821,49
hsa:2949,87
hsa:5321,73
hsa:23409,22
hsa:1806,3
hsa:3290,29
