Gene,Cluster
hsa:10370,87
hsa:89953,36
hsa:55072,87
hsa:23396,46
hsa:3476,86
hsa:4916,2
hsa:106821730,54
hsa:3065,77
hsa:10603,49
hsa:8991,49
hsa:1843,86
hsa:2782,5
hsa:5894,87
cpd:C20698,68
cpd:C02002,49
hsa:51378,14
hsa:572,87
hsa:9071,59
hsa:29906,28
hsa:54776,68
hsa:6888,5
hsa:5223,29
hsa:2986,53
hsa:130589,73
hsa:1291,59
hsa:23657,21
hsa:5071,29
hsa:4940,77
hsa:11025,68
hsa:27189,67
hsa:2550,14
hsa:3934,8
hsa:40,54
hsa:1488,87
path:hsa00230,33
hsa:407046,77
hsa:2793,14
hsa:29107,91
hsa:56624,46
hsa:5922,5
hsa:22938,87
hsa:1244,77
hsa:51393,88
hsa:11127,16
hsa:57617,90
hsa:25833,3
hsa:399,86
hsa:6370,71
hsa:8809,30
hsa:127281,33
hsa:6324,87
hsa:5009,9
hsa:4882,48
hsa:2322,0
hsa:535,5
hsa:659,67
path:hsa00340,3
hsa:730094,83
hsa:132158,83
hsa:7148,71
hsa:23157,80
hsa:10402,76
hsa:9942,87
hsa:3451,87
hsa:3123,0
hsa:2643,77
hsa:137964,10
hsa:84976,46
hsa:6487,64
hsa:2905,57
hsa:5153,39
hsa:139065,37
hsa:342372,87
path:hsa00533,29
hsa:55367,11
hsa:5739,3
hsa:6716,89
hsa:3175,57
hsa:25847,23
hsa:2595,1
hsa:162514,5
hsa:1716,22
hsa:10459,68
cpd:C15849,80
hsa:57678,91
hsa:83990,29
hsa:85366,29
hsa:226,67
hsa:9577,6
path:hsa00130,76
hsa:10769,87
hsa:84557,51
hsa:5139,87
hsa:208,87
hsa:7056,83
hsa:6343,77
hsa:7462,77
hsa:5406,81
hsa:291,81
hsa:913,5
hsa:1179,9
hsa:6364,3
hsa:5460,71
hsa:5523,86
hsa:128,57
hsa:64091,87
hsa:5197,56
hsa:5345,33
hsa:373156,29
hsa:4157,29
hsa:406916,91
hsa:407026,84
hsa:6789,84
hsa:4760,19
hsa:23678,50
hsa:3293,23
hsa:3716,27
hsa:1493,86
hsa:3818,86
hsa:9542,54
hsa:51208,5
hsa:4804,5
hsa:113026,3
hsa:23590,21
hsa:8702,60
gl:G13101,81
hsa:57555,5
hsa:6425,29
hsa:7091,5
hsa:55844,77
hsa:401494,63
hsa:790,49
hsa:8290,66
hsa:126,68
hsa:50855,67
hsa:5536,87
hsa:292,38
hsa:220074,5
hsa:7225,60
path:hsa00330,71
hsa:7368,29
hsa:10913,77
hsa:3918,87
hsa:81029,73
cpd:C01780,47
hsa:1499,29
hsa:6786,68
hsa:5590,64
hsa:4724,38
hsa:10075,5
hsa:3676,87
hsa:64581,61
hsa:438,64
hsa:406996,87
hsa:10533,46
hsa:407006,23
hsa:220,3
path:hsa00513,39
hsa:9402,3
hsa:10010,87
hsa:4776,43
hsa:3908,26
hsa:84142,44
hsa:3681,77
hsa:6773,77
hsa:4899,77
hsa:10858,75
cpd:C00002,77
hsa:2919,77
hsa:406933,29
hsa:2475,5
hsa:2560,87
hsa:6476,77
hsa:10682,61
path:map00403,87
hsa:5564,5
hsa:102157402,55
hsa:6120,79
hsa:5731,0
hsa:58498,91
hsa:4851,58
hsa:225689,2
hsa:2512,2
hsa:56994,16
hsa:1066,61
hsa:345611,84
hsa:406922,87
hsa:2914,49
hsa:197259,86
hsa:701,1
hsa:1280,76
hsa:64098,61
hsa:283106,87
hsa:1738,43
hsa:3157,5
cpd:C09844,5
hsa:10965,87
hsa:51196,87
hsa:58528,29
hsa:3643,68
hsa:1120,81
hsa:554,81
hsa:445,13
hsa:1460,61
hsa:157,42
hsa:1015,1
hsa:2030,58
cpd:C00903,85
hsa:49861,87
hsa:5290,77
hsa:4149,3
hsa:494551,87
hsa:92552,87
hsa:70,77
hsa:27243,87
hsa:25946,3
hsa:664,49
hsa:5452,79
hsa:7360,86
hsa:9175,24
hsa:10572,77
hsa:6396,31
hsa:57148,77
hsa:5547,36
hsa:8992,5
hsa:4825,3
hsa:3162,64
hsa:147111,64
hsa:2744,29
hsa:818,77
hsa:6693,5
hsa:139189,87
path:map00660,5
hsa:7450,61
hsa:2494,66
hsa:401152,9
hsa:23462,49
hsa:3101,2
hsa:114769,1
hsa:116444,87
hsa:4967,87
hsa:5742,1
hsa:4537,87
hsa:81873,33
hsa:152831,77
hsa:51554,54
hsa:537,5
hsa:259197,77
hsa:4982,42
hsa:29964,87
hsa:3735,76
hsa:347688,87
hsa:3111,29
hsa:55024,87
hsa:9648,14
hsa:10642,68
cpd:C21791,43
hsa:5521,77
hsa:9487,23
hsa:1551,49
cpd:C00084,76
hsa:8350,77
hsa:2253,72
hsa:54981,77
hsa:287,44
hsa:27071,77
hsa:3765,87
hsa:6504,87
hsa:84706,77
hsa:2121,29
hsa:574473,77
hsa:2520,29
hsa:9563,25
hsa:4216,3
hsa:10878,65
hsa:8703,1
hsa:3939,63
hsa:2876,77
hsa:6452,5
hsa:4361,5
hsa:2915,29
hsa:993,11
hsa:131669,71
path:hsa00030,5
hsa:5054,77
hsa:3683,26
hsa:9846,55
hsa:8851,1
hsa:5228,1
hsa:51561,59
hsa:2792,39
hsa:51447,25
hsa:3566,77
hsa:64601,87
hsa:64398,3
hsa:8625,51
hsa:5604,91
hsa:7187,87
hsa:3651,45
hsa:440093,77
hsa:3763,77
hsa:27250,3
hsa:11282,77
hsa:7475,70
hsa:1031,14
hsa:2534,84
hsa:1756,84
cpd:C15850,29
hsa:476,33
hsa:9635,47
hsa:653,41
hsa:3455,49
hsa:574455,53
path:hsa00290,87
cpd:C14762,87
hsa:4209,87
hsa:26056,3
hsa:2690,82
hsa:7263,29
hsa:7043,87
hsa:574461,77
hsa:7480,91
hsa:355,87
hsa:441272,45
hsa:23495,39
hsa:6774,76
hsa:7483,87
hsa:3313,4
hsa:9488,54
hsa:5727,54
hsa:5868,5
hsa:28964,66
hsa:1903,91
hsa:6604,77
hsa:1612,41
hsa:989,5
hsa:7168,0
hsa:201562,2
hsa:2353,2
hsa:8454,24
hsa:2153,3
hsa:7251,49
hsa:83401,87
hsa:6326,87
hsa:2790,29
hsa:51510,29
hsa:5155,87
hsa:92579,74
hsa:8302,49
cpd:C00809,13
hsa:1737,29
hsa:8566,59
hsa:114798,25
hsa:2752,62
hsa:9493,72
hsa:8989,77
hsa:280,77
hsa:59082,77
hsa:10797,66
hsa:55650,77
hsa:116150,56
hsa:5291,5
cpd:C00584,42
hsa:10344,86
hsa:8463,44
hsa:23295,76
hsa:5105,5
hsa:23542,77
hsa:2194,5
hsa:94033,59
hsa:27306,1
hsa:3295,1
hsa:80329,48
hsa:776,58
hsa:3040,1
hsa:7098,26
hsa:3276,77
hsa:2243,90
hsa:124,25
hsa:3776,77
hsa:1072,59
hsa:131890,87
hsa:7094,49
hsa:1852,79
hsa:558,41
hsa:2251,87
hsa:1577,87
hsa:5571,5
hsa:57724,68
hsa:7040,53
hsa:2065,87
hsa:154810,87
hsa:406886,32
hsa:10325,3
hsa:1687,77
hsa:81030,84
hsa:23530,31
hsa:23433,77
hsa:50943,21
hsa:8915,78
hsa:5029,87
hsa:2952,18
hsa:1080,77
hsa:5143,77
hsa:9337,77
hsa:83594,87
hsa:6750,91
hsa:4179,68
hsa:8771,52
hsa:3075,87
hsa:7538,77
path:hsa00500,77
hsa:57172,87
hsa:2100,91
hsa:3693,50
hsa:3915,23
hsa:6790,87
hsa:3991,68
hsa:3236,16
hsa:6338,77
hsa:166336,5
hsa:55277,10
hsa:23534,81
hsa:7173,49
hsa:100526760,87
hsa:2321,36
hsa:51520,29
hsa:2773,70
hsa:602,7
hsa:441925,87
hsa:93,3
hsa:60482,75
hsa:26289,77
hsa:7070,79
hsa:3605,49
hsa:2274,40
hsa:2052,49
hsa:2184,1
hsa:475,24
hsa:5908,82
hsa:27,59
hsa:5146,68
hsa:5451,87
hsa:25865,5
hsa:5899,87
hsa:128178,91
hsa:5507,77
hsa:3620,77
hsa:4124,77
hsa:7184,85
hsa:118788,1
hsa:30837,73
hsa:81490,78
hsa:120071,77
hsa:9562,87
hsa:4942,49
hsa:8737,5
hsa:7171,78
hsa:102723996,77
hsa:388112,87
hsa:51020,76
hsa:93343,5
hsa:55526,87
hsa:7134,49
hsa:10672,9
hsa:27094,91
hsa:9651,73
hsa:5872,77
hsa:5966,7
hsa:4337,87
hsa:112724,21
hsa:10587,49
hsa:6908,77
hsa:6332,87
hsa:1487,5
hsa:3125,74
hsa:9146,75
cpd:C14771,64
hsa:7867,31
hsa:442918,29
hsa:9536,77
hsa:126961,77
hsa:1634,23
hsa:152586,49
hsa:51305,11
hsa:57369,77
hsa:340665,13
hsa:290,87
hsa:515,87
hsa:26084,64
cpd:C00031,33
hsa:7059,87
hsa:2779,44
hsa:3242,77
hsa:11326,5
hsa:3084,71
hsa:284098,29
hsa:1212,1
hsa:10242,1
hsa:10563,5
hsa:6300,5
hsa:3817,5
hsa:3990,90
hsa:5272,5
hsa:79109,49
hsa:2870,81
hsa:5268,81
hsa:8831,29
hsa:2902,76
hsa:23710,77
hsa:26508,87
hsa:406908,77
hsa:10000,76
hsa:80150,5
hsa:53342,49
hsa:6850,70
hsa:56270,77
hsa:1615,77
hsa:4860,76
hsa:4210,40
hsa:6328,5
hsa:93034,5
hsa:272,71
hsa:23162,85
path:hsa00910,87
hsa:30,36
hsa:406985,5
hsa:7133,27
hsa:5024,29
hsa:5862,3
hsa:89846,73
hsa:4909,17
hsa:1807,33
hsa:57292,87
hsa:1501,77
hsa:146664,77
hsa:9367,87
hsa:9306,29
hsa:2735,77
hsa:51478,18
hsa:23533,73
hsa:4303,54
hsa:2132,83
hsa:93129,84
hsa:427,87
hsa:783,87
hsa:7189,77
hsa:79444,73
hsa:22861,3
hsa:479,0
hsa:4296,78
hsa:55902,78
dr:D08559,77
hsa:84674,41
hsa:268,2
hsa:29796,5
hsa:513,3
hsa:442890,1
hsa:8356,35
hsa:6776,87
hsa:527,13
hsa:54579,87
hsa:51,49
cpd:C00026,78
hsa:9655,3
hsa:6827,3
hsa:406983,44
hsa:84309,23
hsa:6890,33
hsa:548596,72
hsa:5275,33
hsa:1398,33
hsa:6446,49
hsa:7532,87
hsa:552,55
hsa:26291,5
hsa:100506742,87
hsa:5207,49
hsa:102723849,24
hsa:27330,24
hsa:10744,87
hsa:407036,49
hsa:847,61
hsa:7366,73
hsa:2150,73
hsa:147179,33
hsa:3098,5
hsa:6375,5
hsa:9047,29
hsa:10747,56
hsa:2247,54
hsa:64326,5
hsa:4539,13
hsa:2788,13
hsa:2747,49
hsa:26524,68
hsa:51764,81
hsa:2689,81
hsa:5618,33
hsa:156,87
hsa:23262,86
hsa:5055,2
hsa:3914,50
hsa:340419,11
hsa:8353,33
hsa:874,54
hsa:777,59
hsa:4094,81
hsa:5196,81
hsa:3611,23
hsa:3913,49
hsa:9924,77
hsa:5591,32
hsa:340061,72
hsa:3702,29
hsa:11152,35
hsa:286,5
hsa:8310,87
hsa:3572,87
hsa:4294,81
hsa:3448,38
hsa:4833,87
hsa:51477,5
hsa:2565,5
path:hsa00564,78
hsa:100310812,29
hsa:5241,80
hsa:29110,5
hsa:3932,5
hsa:2977,23
hsa:673,23
hsa:9462,87
hsa:5243,87
hsa:5198,86
path:hsa00770,81
hsa:3779,81
hsa:4915,54
hsa:1962,49
hsa:406991,87
hsa:5914,31
hsa:5462,35
hsa:3952,9
hsa:5971,29
hsa:3358,87
hsa:85407,73
hsa:10840,75
hsa:8395,91
hsa:1871,89
hsa:10941,63
hsa:29982,87
hsa:84076,87
hsa:775,3
hsa:10850,5
path:map00960,87
hsa:653857,32
hsa:6344,75
hsa:95,87
hsa:65263,62
hsa:1297,3
hsa:8704,49
hsa:406896,10
hsa:8867,19
hsa:2983,53
hsa:912,29
cpd:C00471,77
hsa:54,56
hsa:2058,5
hsa:30001,9
hsa:9322,73
path:hsa00790,33
hsa:1786,49
hsa:2554,87
hsa:2625,5
path:hsa00650,8
hsa:51547,7
hsa:412,52
hsa:3977,29
hsa:1395,5
hsa:5042,49
hsa:5888,87
hsa:8091,77
hsa:10912,62
cpd:C21642,5
hsa:83756,5
hsa:406935,87
hsa:11331,5
hsa:63923,69
hsa:11149,30
hsa:4068,5
hsa:1143,56
hsa:155,5
hsa:2535,77
hsa:10746,77
hsa:23547,78
hsa:11285,78
hsa:9311,49
hsa:3397,29
hsa:79888,29
hsa:4702,29
hsa:3304,29
hsa:51606,61
hsa:7030,77
hsa:10938,87
hsa:122622,13
hsa:51412,87
hsa:6392,73
hsa:11320,77
hsa:2013,5
hsa:8526,5
hsa:90952,87
hsa:7252,3
hsa:7122,77
hsa:6655,87
hsa:2027,44
hsa:1045,77
hsa:11035,87
hsa:79735,5
hsa:122970,15
hsa:25805,75
hsa:158835,40
hsa:182,87
hsa:5499,73
hsa:7533,77
hsa:978,5
hsa:5603,58
hsa:7421,77
hsa:1917,77
hsa:4635,77
hsa:3773,77
hsa:4322,39
hsa:5617,26
hsa:441273,77
hsa:94274,3
hsa:714,77
hsa:134,88
hsa:64321,80
hsa:3375,77
hsa:996,29
hsa:5596,29
hsa:3329,28
hsa:50617,3
hsa:8140,87
path:hsa00051,29
hsa:26260,29
hsa:5471,77
hsa:55500,71
hsa:10135,49
hsa:81027,23
hsa:6667,75
hsa:8862,73
hsa:6829,45
hsa:200576,78
hsa:100302238,77
hsa:11184,61
hsa:79094,84
hsa:482,50
hsa:5532,13
hsa:7074,77
hsa:518,49
hsa:79993,29
hsa:51206,87
hsa:1137,68
hsa:5534,4
hsa:7535,3
hsa:84812,76
hsa:5770,77
hsa:7481,87
hsa:3452,49
cpd:C00159,90
cpd:C00665,77
hsa:26003,5
hsa:1978,60
hsa:10038,29
hsa:406913,87
hsa:3398,5
hsa:2916,47
hsa:100130933,87
hsa:2213,86
hsa:11069,17
hsa:369,13
hsa:3030,87
hsa:4082,50
hsa:11345,5
hsa:2538,5
hsa:3447,78
hsa:9722,73
hsa:1030,29
hsa:27010,29
hsa:7222,45
hsa:712,76
cpd:C00039,25
hsa:5033,49
hsa:4973,77
dr:D01161,77
hsa:350,13
hsa:5136,84
hsa:84532,29
hsa:1286,5
hsa:4050,3
hsa:623,77
hsa:441024,2
hsa:3799,76
hsa:51067,55
hsa:7494,77
hsa:407029,68
hsa:100532731,76
cpd:C00095,91
hsa:2954,76
hsa:353500,46
hsa:128866,72
hsa:84197,49
hsa:5176,78
hsa:9618,87
hsa:9200,72
hsa:644672,5
hsa:8324,77
hsa:7469,77
hsa:5934,84
hsa:4908,84
hsa:55626,5
hsa:5623,59
hsa:9331,21
hsa:79784,62
hsa:57153,58
hsa:6794,49
hsa:47,5
hsa:1234,5
hsa:3816,84
hsa:27102,1
hsa:150,49
hsa:23475,24
hsa:10381,49
hsa:3636,29
hsa:5518,60
hsa:1604,86
hsa:1285,87
hsa:9514,87
hsa:5700,88
hsa:656,87
hsa:22943,76
hsa:3428,3
hsa:8358,2
hsa:4074,87
hsa:948,49
hsa:9437,68
hsa:693187,71
hsa:1434,77
hsa:53630,1
cpd:C11378,5
hsa:11211,49
hsa:2953,49
hsa:85409,87
hsa:56001,87
hsa:5119,77
hsa:83439,66
hsa:1902,77
cpd:C00704,5
hsa:8908,87
hsa:2950,29
hsa:2152,15
hsa:56267,52
hsa:92935,5
hsa:11332,1
hsa:3806,5
hsa:84892,87
hsa:3802,32
hsa:5568,81
hsa:1543,5
hsa:10235,5
hsa:8600,87
hsa:8776,5
hsa:4508,77
hsa:4085,87
hsa:8036,39
hsa:7923,3
hsa:84876,79
hsa:407033,1
hsa:114112,77
hsa:100996746,77
hsa:6546,77
hsa:7915,88
hsa:4494,77
hsa:55326,49
hsa:2327,87
hsa:5053,87
hsa:10133,32
hsa:1969,81
hsa:5608,29
hsa:1839,3
hsa:1594,73
hsa:823,87
hsa:51735,87
hsa:6652,87
hsa:5289,60
hsa:7060,56
hsa:9776,79
path:hsa00430,79
path:hsa00561,87
hsa:2531,76
cpd:C22531,2
hsa:3984,49
hsa:4731,77
hsa:1850,40
hsa:27231,56
hsa:799,77
hsa:3556,2
hsa:4710,49
hsa:2114,77
hsa:406955,29
hsa:80017,46
hsa:5597,3
hsa:10978,5
hsa:6401,87
hsa:406901,88
hsa:23683,88
hsa:471,77
hsa:1071,83
hsa:240,87
hsa:93432,78
hsa:57144,5
hsa:5173,5
hsa:22916,77
hsa:4298,29
hsa:8322,87
hsa:9388,5
hsa:6249,5
hsa:2525,29
hsa:51135,77
hsa:285,76
hsa:846,78
hsa:10554,49
hsa:4714,88
hsa:2212,5
hsa:57704,5
hsa:55361,77
hsa:3127,49
hsa:4838,69
hsa:2879,29
hsa:1558,49
hsa:81537,77
hsa:10908,5
cpd:C00062,1
hsa:51426,84
hsa:9568,2
hsa:2160,2
hsa:135,87
hsa:10673,87
hsa:100302282,5
hsa:63976,87
hsa:6648,60
hsa:9815,77
hsa:3710,77
hsa:4636,39
hsa:8823,49
hsa:10314,39
hsa:1793,85
hsa:7791,49
hsa:3976,66
hsa:3176,87
hsa:1036,5
hsa:57571,87
hsa:64422,0
hsa:8707,29
hsa:6609,69
hsa:2357,67
hsa:113612,67
hsa:2263,21
hsa:2787,5
hsa:2597,3
hsa:10928,49
hsa:5208,87
hsa:50846,49
hsa:5111,61
hsa:2208,49
hsa:406992,3
hsa:122481,28
hsa:6610,49
hsa:9076,29
hsa:10616,88
cpd:C21479,49
hsa:9140,49
hsa:23207,86
hsa:3032,67
cpd:C19317,87
hsa:3357,78
hsa:7841,87
hsa:57506,3
hsa:25978,51
hsa:113146,77
hsa:58538,2
hsa:79611,77
hsa:57580,81
hsa:56623,1
hsa:3446,62
hsa:4659,27
hsa:5582,27
path:hsa00670,1
hsa:353376,28
hsa:5331,49
hsa:22863,87
hsa:23604,5
hsa:6367,79
hsa:586,64
hsa:25898,52
hsa:7188,29
hsa:122618,87
hsa:2012,5
hsa:51552,5
hsa:8660,80
hsa:59343,23
hsa:54106,5
hsa:920,3
cpd:C03917,91
hsa:229,49
hsa:6584,36
hsa:64834,29
hsa:8396,87
hsa:1040,21
hsa:8323,71
hsa:6775,72
hsa:5625,89
hsa:112,13
hsa:9540,77
hsa:2925,87
hsa:23370,77
hsa:201254,52
hsa:81624,87
hsa:6483,71
hsa:11185,77
hsa:2770,5
hsa:51733,89
cpd:C11472,13
hsa:3417,71
hsa:5160,87
hsa:5338,77
hsa:8440,77
hsa:30833,45
hsa:5158,33
hsa:2939,5
hsa:3383,87
hsa:10842,15
hsa:8835,52
hsa:123720,1
hsa:5524,1
hsa:90865,77
hsa:340485,77
hsa:406917,65
hsa:230,65
hsa:11186,65
hsa:7704,41
hsa:91012,81
hsa:3419,75
hsa:205,77
hsa:6376,5
hsa:1798,51
hsa:5340,1
hsa:9114,88
hsa:340156,5
hsa:2774,56
hsa:7786,71
hsa:5972,29
hsa:4089,1
hsa:51540,5
hsa:468,33
hsa:839,55
hsa:4490,77
hsa:6870,49
hsa:22877,86
hsa:10229,82
hsa:5163,5
hsa:26271,77
hsa:4717,62
hsa:8528,87
hsa:151,5
hsa:389541,49
hsa:130013,49
hsa:51084,5
hsa:57697,87
hsa:28,5
hsa:84552,78
hsa:22841,91
hsa:5414,13
hsa:3996,5
hsa:3250,87
hsa:387332,77
hsa:187,74
hsa:10331,7
hsa:406984,49
hsa:816,79
hsa:8315,87
hsa:9479,87
hsa:7108,23
hsa:2329,77
hsa:8649,77
hsa:6041,69
hsa:4440,87
hsa:2260,77
cpd:C00083,5
hsa:1945,77
hsa:51805,72
hsa:8795,71
hsa:8659,87
hsa:162466,5
hsa:4338,29
hsa:91807,64
hsa:143,5
hsa:285242,71
hsa:8612,8
hsa:6373,29
hsa:4878,87
hsa:10538,29
hsa:595,77
hsa:927,77
cpd:C00639,7
hsa:7272,72
hsa:3444,45
hsa:100528032,73
hsa:54979,5
hsa:1284,83
hsa:257202,76
cpd:C14769,77
hsa:2135,80
hsa:388333,87
hsa:594,91
hsa:838,49
hsa:7477,5
hsa:116443,84
hsa:5605,87
hsa:1001,87
hsa:715,5
hsa:102724594,60
cpd:C00043,87
hsa:54578,88
hsa:1128,87
hsa:4207,87
cpd:C11221,87
hsa:6423,77
hsa:10766,87
hsa:64577,77
hsa:509,1
path:hsa00510,77
hsa:1559,39
hsa:3627,5
hsa:25939,77
hsa:4707,49
hsa:2566,3
hsa:23545,1
hsa:645745,77
hsa:833,87
hsa:8110,77
hsa:23705,51
hsa:2944,76
hsa:5801,0
hsa:3732,73
hsa:57505,78
hsa:9551,87
hsa:785,49
hsa:2941,25
hsa:6500,84
hsa:1453,87
hsa:84618,87
hsa:2820,86
hsa:51655,90
hsa:599,29
hsa:117157,72
cpd:C19190,5
hsa:25828,5
hsa:6531,77
hsa:9770,29
hsa:6241,77
hsa:3633,52
hsa:127124,76
hsa:514,5
hsa:25759,87
hsa:4282,87
hsa:2308,1
hsa:2805,84
hsa:8879,29
hsa:10580,65
hsa:10993,65
hsa:4953,5
hsa:5906,1
hsa:9101,78
hsa:406903,77
hsa:10163,77
hsa:255022,77
hsa:3945,29
cpd:C13856,77
hsa:9997,13
hsa:7337,13
hsa:43,21
hsa:1000,3
hsa:653604,5
hsa:7296,5
hsa:200909,5
hsa:116285,87
cpd:C05466,81
hsa:4129,3
hsa:5423,49
hsa:729230,77
hsa:5599,73
hsa:2316,87
hsa:10413,87
hsa:50940,55
hsa:3479,87
hsa:8869,80
hsa:728343,77
hsa:92610,13
hsa:2081,87
hsa:8434,18
hsa:79792,87
hsa:9525,77
hsa:5607,56
hsa:3115,87
hsa:4677,87
hsa:5933,87
hsa:5781,56
hsa:5641,87
hsa:93100,87
hsa:1950,76
hsa:2209,87
hsa:10641,87
hsa:6354,5
hsa:145482,29
hsa:8309,5
hsa:4723,49
path:hsa00380,75
hsa:9217,21
hsa:6369,87
hsa:4881,80
hsa:51433,77
hsa:9524,3
hsa:7084,3
hsa:1609,28
hsa:10690,29
hsa:2632,49
hsa:5740,77
hsa:1553,77
hsa:55540,84
hsa:7294,85
hsa:119391,69
hsa:27115,72
hsa:10096,69
cpd:C15848,77
hsa:151056,42
hsa:55331,5
hsa:3988,29
hsa:3108,5
hsa:6310,29
hsa:729020,77
hsa:10393,7
hsa:7314,87
hsa:5294,90
hsa:6351,87
hsa:443,5
hsa:60401,87
hsa:6929,77
hsa:3910,87
hsa:84612,42
hsa:183,58
hsa:1032,29
hsa:4051,3
hsa:1607,84
hsa:6646,5
hsa:5165,77
hsa:5921,77
hsa:1943,29
cpd:C22542,8
hsa:3709,77
hsa:80336,77
hsa:675,77
hsa:55114,87
hsa:1237,41
hsa:624,3
hsa:7384,84
cpd:C05956,36
hsa:199746,91
hsa:2891,87
hsa:89853,76
hsa:22926,67
hsa:2064,91
hsa:10201,56
hsa:23411,72
hsa:57180,77
hsa:8431,87
hsa:9002,5
hsa:3558,89
cpd:C21014,5
cpd:C04742,16
hsa:929,69
hsa:4043,83
hsa:5569,24
hsa:3685,35
hsa:5986,29
hsa:6723,83
hsa:6197,41
hsa:9021,50
hsa:64682,77
hsa:152404,5
hsa:6897,78
hsa:394,56
cpd:C00735,77
hsa:491,76
hsa:952,77
hsa:6362,11
hsa:6720,3
hsa:4690,77
hsa:5728,77
hsa:10392,87
hsa:54658,87
hsa:1718,28
hsa:23401,75
hsa:5335,91
hsa:51129,68
hsa:4616,89
hsa:657,59
hsa:407025,77
hsa:55862,77
hsa:54583,5
hsa:100507436,49
cpd:C00518,87
hsa:8352,29
hsa:2645,77
hsa:9453,75
hsa:1359,87
hsa:2629,17
hsa:5577,31
hsa:3949,49
hsa:79065,77
hsa:4205,52
hsa:1287,78
hsa:7381,77
hsa:55879,32
hsa:2893,13
hsa:22802,77
hsa:406911,26
hsa:973,40
hsa:79924,29
hsa:2875,77
hsa:1386,5
hsa:29850,57
hsa:5732,29
cpd:C00123,77
hsa:6259,87
hsa:10891,8
hsa:7100,87
hsa:6262,38
hsa:1268,77
hsa:10800,49
hsa:195814,5
hsa:129642,70
hsa:3690,58
hsa:339745,85
hsa:28956,87
hsa:107181291,2
hsa:29775,77
hsa:407021,73
hsa:3714,77
hsa:130367,73
hsa:442900,87
hsa:8439,56
hsa:778,11
hsa:23179,5
hsa:29119,80
hsa:57552,3
hsa:406918,87
hsa:23405,87
hsa:9294,67
hsa:1513,49
hsa:22821,77
hsa:57733,87
hsa:2880,71
path:map00073,36
hsa:494143,67
hsa:10715,29
hsa:64145,5
hsa:39,13
hsa:54659,80
hsa:4485,5
hsa:6261,29
hsa:4121,3
hsa:137362,78
hsa:3371,21
hsa:9791,11
hsa:26301,84
hsa:7482,64
path:hsa00062,7
hsa:7372,77
hsa:5467,53
hsa:89801,77
hsa:3937,49
hsa:7306,41
hsa:3454,77
cpd:C21011,5
hsa:126969,87
hsa:4700,5
hsa:672,49
hsa:5210,87
hsa:7004,49
hsa:5166,77
hsa:6892,29
hsa:6360,91
hsa:820,87
hsa:254531,77
hsa:4830,5
hsa:100505767,63
hsa:7035,1
hsa:10161,5
hsa:7124,13
hsa:782,65
hsa:7114,77
hsa:132430,29
hsa:115209,29
hsa:23586,77
hsa:6296,2
hsa:2147,77
hsa:50507,3
hsa:1054,86
hsa:102723475,77
hsa:185,86
hsa:11317,87
hsa:9218,5
hsa:2205,73
hsa:2720,77
hsa:23562,77
path:hsa00071,18
hsa:5161,77
hsa:51816,77
hsa:4193,29
hsa:2890,87
hsa:2588,84
hsa:2913,1
hsa:25851,87
hsa:6713,59
hsa:129807,77
hsa:6280,83
hsa:51429,29
hsa:521,29
hsa:4077,58
hsa:59284,87
hsa:3292,71
hsa:127550,89
hsa:55578,5
cpd:C00780,76
hsa:11313,56
hsa:1456,5
hsa:6357,87
hsa:3631,29
hsa:648,49
hsa:9073,77
hsa:338339,77
hsa:407049,49
hsa:3827,42
hsa:3645,91
hsa:9759,77
hsa:5586,29
hsa:5535,3
path:hsa00240,1
cpd:C14767,25
hsa:6654,77
hsa:970,87
hsa:864,28
hsa:253314,61
hsa:64065,77
hsa:387778,56
hsa:6541,76
hsa:90,75
hsa:7454,83
hsa:6337,86
hsa:8793,77
hsa:18,87
hsa:4638,87
hsa:163688,91
hsa:6715,87
hsa:5169,77
hsa:8797,87
hsa:2940,29
hsa:8722,87
hsa:63970,84
hsa:644150,49
hsa:26100,87
hsa:29760,5
hsa:587,5
hsa:4489,29
cpd:C11310,29
hsa:3708,11
hsa:5917,67
hsa:10018,5
path:hsa00563,29
hsa:55740,77
hsa:3421,29
hsa:1026,87
hsa:6355,13
hsa:11052,87
hsa:1588,87
hsa:91442,77
hsa:9547,5
hsa:2214,29
hsa:9249,5
hsa:10606,91
hsa:392517,77
hsa:60673,64
hsa:124583,29
hsa:2530,77
hsa:22800,87
hsa:10733,73
hsa:10195,87
hsa:925,68
hsa:7979,87
cpd:C14819,3
hsa:2323,7
hsa:3373,77
hsa:51703,77
hsa:1856,29
hsa:533,69
cpd:C03378,76
hsa:94030,5
hsa:84890,5
hsa:10632,5
hsa:28514,29
hsa:10855,13
hsa:10627,58
hsa:50616,5
hsa:8694,77
hsa:114,82
hsa:7137,77
hsa:6470,87
hsa:53842,69
hsa:140609,22
hsa:51292,22
hsa:1565,87
hsa:1855,77
hsa:91782,5
hsa:64840,87
hsa:112483,64
hsa:442902,3
hsa:2245,3
hsa:2737,77
hsa:9215,49
hsa:10846,73
hsa:9033,87
hsa:5805,28
hsa:10318,54
hsa:1025,75
hsa:1431,46
hsa:131873,21
hsa:1298,80
hsa:246184,61
hsa:5336,91
hsa:79944,77
hsa:118471,49
hsa:79071,76
hsa:221264,91
hsa:5273,29
hsa:103910,87
hsa:721,87
hsa:7161,87
hsa:4907,84
hsa:8913,64
